title,artist,genre,released_year,song_key,bpm,camelot,Instrumental_type,ranked
Issues <Alan Walker Remix>,Julia Michaels,Edm/Pop,2017,A-Flat Major,112,4B,No
Chanel,Frank Ocean,Edm/Pop,2017,C Minor,110,5A,No
Together,Martin Garrix,Edm/Pop,2016,D-Flat Major,128,3B,No
Paradise,Coldplay,Edm/Pop,2011,F Major,140,7B,No
What I Like About You,The Romantics,Classic Rock,1990,A Major,160,11B,No
Oops I Did It Again,Britney Spears,Pop,2000,D-Flat Minor,95,12A,No
Paradise,Nicky Romero,Dance/Edm,2018,G Major,122,9B,No
Ok,Mabel,Pop,2019,A-Flat Minor,99,1A,No
Wow,Post Malone,Edm/Pop,2018,B Minor,100,10A,No
Orphans,Coldplay,Pop,2019,B Minor,108,10A,No
It'S You,Ali Gatie,Pop,2019,B Minor,96,10A,No
Gotta Go My Own Way,Melodyia Music,Pop,2014,A Major,89,11B,No
United We Are,Hardwell,Dance/Edm,2015,G Minor,128,6A,No
Fantasias,Rauw Alejandro,Pop,2019,D-Flat Major,94,3B,No
Good Things Fall Apart <Tiesto Dance/Edm Remix>,Illenium & Jon Bellion,Dance Pop,2019,D Major,130,10B,No
Love The Way You Lie,Rihanna,Pop,2010,B-Flat Major,166,6B,No
Coming Over,Dillon Francis,Pop,2015,F Minor,174,4A,No
Feeling Of Falling,Cheat Codes,Edm/Pop,2018,C Minor,120,5A,No
Airplanes,Bob,Pop,2010,F-Sharp Minor,93,11A,No
Come & Get It,Selena Gomez,Pop,2013,G Minor,80,6A,No
First Time <Gryffin Remix>,Kygo,Dance/Edm,2017,E-Flat Major,105,5B,No
Night Like This,Shawn Desman,Edm/Pop,2010,D-Flat Major,120,3B,No
Ayy Macarena,Tyga,Latin Pop,2019,D Major,96,10B,No
Wanna Lose You,Borgeous,Edm/Pop,2016,A Minor,160,8A,No
Angel,Akon,Pop,2010,D Major,126,10B,No
A Thousand Years,Christina Perri,Pop,2011,B-Flat Major,139,6B,No
Ready,Alessia Cara,Pop,2019,C Minor,75,5A,No
Starboy <Kygo Remix>,The Weeknd,Tropical,2016,A Minor,93,8A,No
Heartbreak Back,Frank Walker,Edm/Pop,2018,A Major,92,11B,No
Never Let Go,Culture Code,Edm,2015,C Major,128,8B,No
Elastic Heart,Sia,Edm/Pop,2014,A Major,130,11B,No
On Top Of The World,Imagine Dragons,Pop,2012,C Major,100,8B,No
Show Me Love,Sam Feldt,Tropical,2015,C Major,115,8B,No
Crash Into Me,Steve Aoki,Dance Pop,2019,D-Flat Minor,115,12A,No
All Into Nothing,R3Hab,Edm/Pop,2018,A Major,100,11B,No
Solo,Clean Bandit,Dance Pop,2018,B Minor,105,10A,No
My House,Flo Rida,Pop,2015,G Minor,94,6A,No
Hate Me,Ellie Goulding & Juice Wrld,Pop,2019,A-Flat Major,75,4B,No
Swalla,Jason Derulo,Pop,2017,D-Flat Major,98,3B,No
Ice ,Gucci Mane,Hip Hop,2019,B-Flat Minor,154,3A,No
Bodak Yellow,Cardi B,Hip Hop/Pop,2018,B Minor,125,10A,No
My Feelings For You,Avicii,Edm/Pop,2010,F-Sharp Minor,128,11A,No
Over It,Audien,Dance/Edm,2019,F-Sharp Major,128,2B,No
Desire <Gryffin Remix>,Years & Years,Tropical,2015,B-Flat Minor,122,3A,No
Since U Been Gone,Kelly Clarkson,Pop,2004,A Minor,131,8A,No
Remedy,Alesso,Dance Pop,2018,C Major,120,8B,No
When You Wish Upon A Star,The Mamas,Dance Pop,2019,A Major,194,11B,No
There For You,Martin Garrix,Edm/Pop,2017,F-Sharp Minor,106,11A,No
Beautiful People <Notd Remix>,Ed Sheeran,Dance/Edm,2019,E-Flat Major,104,5B,No
No One,Alicia Keys,Edm/Pop,2007,D-Flat Minor,90,12A,No
Piece Of Your Heart <Alok Remix>,Meduza,Dance/Edm,2019,B-Flat Minor,124,3A,No
Make You Believe,Lucy Hale,Pop,2011,A-Flat Minor,125,1A,No
Me And You,Laura Marano,Pop,2013,D-Flat Minor,200,12A,No
All The Good Girls Go To Hell,Billie Eilish,Pop,2019,A-Flat Minor,185,1A,No
Easy,Tritonal,Edm,2019,B Minor,128,10A,No
Somebody,Sigala,Tropical,2018,C Major,100,8B,No
Green Light,Lorde,Pop,2017,D Major,129,10B,No
Mad World,Hardwell,Edm,2015,F Major,128,7B,No
Boom,Tiesto,Dance Pop,2018,D Major,123,10B,No
Toxic,Britney Spears,Pop,2003,F Minor,143,4A,No
Heathens,Twenty One Pilots,Edm/Pop,2016,E Minor,90,9A,No
I Love It,Icona Pop,Pop,2013,A-Flat Major,126,4B,No
Ten Feet Tall,Afrojack,Edm/Pop,2014,C Major,127,8B,No
Old Thing Back,Matoma,Tropical,2015,C Major,97,8B,No
Act My Age,Katy Perry,Pop,2017,A Major,112,11B,No
Never Forget You,Zara Larsson,Dance Pop,2017,B Minor,146,10A,No
Wanted,One Republic,Hip Hop/Pop,2019,D-Flat Major,146,3B,No
Just Dance,Lady Gaga,Pop,2008,D-Flat Minor,119,12A,No
Robbery,Juice Wrld,Hip Hop,2019,D Major,160,10B,No
Despacito,Luis Fonsi,Pop,2019,D Major,178,10B,No
More Than You Know,Axwell & Ingrosso,Edm/Pop,2017,F Minor,123,4A,No
Lie To Me,5 Seconds Of Summer,Pop,2018,C Major,160,8B,No
Midnight City,M83,Edm/Pop,2011,B Minor,105,10A,No
I Would Like <R3Hab Remix>,Zara Larsson,Edm/Pop,2016,D Minor,140,7A,No
Slide,Calvin Harris,Dance Pop,2017,D-Flat Minor,104,12A,No
Let Her Go,Passenger,Pop,2012,G Major,75,9B,No
Lips Are Movin,Meghan Trainor,Pop,2015,G Major,139,9B,No
Easier <Seeb Remix>,6 Seconds Of Summer,Dance Pop,2019,F Major,98,7B,No
Bandit,Juice Wrld,Pop,2019,F Minor,180,4A,No
On Somebody,Ava Max,Pop,2019,F Minor,138,4A,No
Goosebumps,Travis Scott,Edm/Pop,2016,G Major,130,9B,No
Dreams,Bazzi,Edm/Pop,2018,F-Sharp Major,160,2B,No
All That She Wants,Campsite Dream,Dance Pop,2020,D-Flat Minor,202,12A,No
Rescue Me <Bunt Remix>,One Republic,Dance Pop,2019,B Minor,121,10A,No
On My Mind <Jax Jones Remix>,Ellie Goulding,Edm/Pop,2015,F Major,128,7B,No
Black Beatles,Rae Sremmurd,Edm/Pop,2016,C Major,146,8B,No
Sweettalk My Heart <Team Salut Remix>,Tove Lo,Pop,2019,D-Flat Major,111,3B,No
You Are The Reason <Tiesto Remix>,Calum Scott,Tropical,2017,B-Flat Major,120,6B,No
The Launch,Dj Jean,Dance Pop,1999,B Minor,137,10A,No
Riptide <Flic Flac Edit>,Vance Joy,Tropical,2014,A-Flat Major,116,4B,No
Classic,Mkto,Pop,2012,D-Flat Major,102,3B,No
Jump,Van Halen,Edm/Pop,1996,C Major,130,8B,No
I Don'T Care <Loud Luxury Remix>,Ed Sheeran & Justin Beiber,Edm/Pop,2019,F-Sharp Major,122,2B,No
Be Alright,Ariana Grande,Pop,2016,D-Flat Minor,109,12A,No
Roar,Katy Perry,Pop,2013,G Minor,180,6A,No
Lions In The Wild,Martin Garrix,Edm,2016,G Minor,128,6A,No
Witness,Katy Perry,Pop,2017,F-Sharp Minor,120,11A,No
Body Like A Back Road,Sam Hunt,Pop,2017,F Major,99,7B,No
Get Well Soon,Ariana Grande,Pop,2018,A Minor,100,8A,No
Forbidden Voices,Martin Garrix,Edm/Pop,2015,B-Flat Minor,128,3A,No
Baby,Justin Bieber,Pop,2010,F Minor,65,4A,No
Like A Drum <The Chainsmokers Remix>,Guy Sebastian,Edm,2014,D-Flat Minor,126,12A,No
Superlove <Ftampa Remix>,Tinashe,Edm/Pop,2016,F Minor,140,4A,No
One Time,Justin Bieber,Pop,2009,D-Flat Minor,146,12A,No
This Love,Maroon 5,Pop,2002,F Minor,95,4A,No
Club Can'T Handle Me,Flo Rida & David Guetta,Pop,2010,C Major,128,8B,No
I Want It That Way,Backstreet Boys,Pop,2001,F-Sharp Minor,99,11A,No
Like That,Bea Miller,Pop,2018,F-Sharp Minor,62,11A,No
Body On My,Loud Luxury,Dance Pop,2019,D-Flat Major,122,3B,No
Raging,Kygo,Edm/Pop,2016,E-Flat Minor,100,2A,No
Levels,Avicii,Edm,2011,D-Flat Minor,126,12A,No
Suit & Tie,Justin Timberlake,Pop,2013,B Minor,102,10A,No
God'S Plan,Drake,Hip Hop/Pop,2018,G Major,77,9B,No
Ritmo,The Black Eyed Peas,Dance Pop,2019,B-Flat Minor,105,3A,No
Once In A While,Timeflies,Pop,2016,C Major,105,8B,No
God Is A Dancer,Tiesto,Dance Pop,2019,D-Flat Minor,120,12A,No
One More Night,Maroon 5,Pop,2012,F Minor,93,4A,No
Paradise <Deniz Koyu Festival Mix>,Nicky Romero,Edm,2018,G Major,126,9B,No
Graduation,Benny Blanco & Juice Wrld,Pop,2019,C Major,155,8B,No
I'D Love To Change The World - Matstubs Remix,Jetta,Edm/Pop,2015,E Minor,140,9A,No
Maps <Rumba Whoa Remix>,Maroon 5,Edm/Pop,2014,D-Flat Minor,128,12A,No
I Love You,Billie Eilish,Pop,2019,C Major,137,8B,No
Into You <3Lau Remix>,Ariana Grande,Edm/Pop,2016,D Major,126,10B,No
Never Let You Go,Dash Berlin,Edm,2015,B-Flat Major,128,6B,No
Shake That Thing,Sean Paul,Pop,2002,G Major,177,9B,No
Something Real,Armin Van Buuren,Dance Pop,2019,D-Flat Major,128,3B,No
Roses,Outkast,Hip Hop,2003,C Major,109,8B,No
It'S Time,Imagine Dragons,Pop,2012,D Major,105,10B,No
Never Really Over <Syn Cole Remix>,Katy Perry,Edm/Pop,2019,D-Flat Major,126,3B,No
Wicked,Future,Hip Hop,2016,B Minor,158,10A,No
Hearts Ain'T Gonna Lie <Eden Prince Remix>,Arlissa,Dance Pop,2018,F-Sharp Minor,118,11A,No
No Promises <Bassjackers Remix>,Cheat Codes,Edm/Pop,2017,B-Flat Major,127,6B,No
How Do You Sleep,Sam Smith,Pop,2019,D-Flat Minor,111,12A,No
American Boy <Brooks Remix>,Estelle,Dance Pop,2019,F Minor,128,4A,No
Post Malone <Gattuso Remix>,Sam Feldt,Dance Pop,2019,E Minor,128,9A,No
Not Ok,Kygo,Dance Pop,2019,B Minor,105,10A,No
With Or Without You ,U2,Edm/Pop,1987,D Major,110,10B,No
It Could Be <Genix Remix>,Armin Van Buuren,Dance/Edm,2020,E-Flat Minor,128,2A,No
Secrets,Tiesto,Dance Pop,2015,B Minor,128,10A,No
Empire State Of Mind,Jay Z & Alicia Key,Hip Hop,2009,B Major,173,1B,No
You Are The Reason,Calum Scott,Pop,2018,B-Flat Major,171,6B,No
Adventure Of A Lifetime,Coldplay,Hip Hop,2015,G Major,112,9B,No
One Less Lonely Girl,Justin Bieber,Pop,2009,E Major,87,12B,No
Crazy,Teemid,Edm/Pop,2014,B Minor,110,10A,No
Never Be Alone,The Fat Rat,Edm/Pop,2015,D-Flat Major,132,3B,No
Yours,Lo Lo,Edm/Pop,2018,D Major,90,10B,No
Whatcha Say,Jason Derulo,Pop,2010,B Major,144,1B,No
Chasing After You,Sam Feldt,Tropical,2017,E-Flat Major,125,5B,No
Penny,Dimitri Vangelis & Wyman,Dance Pop,2019,D Major,130,10B,No
Turn Down For What,Dj Snake,Pop,2013,D-Flat Minor,100,12A,No
Crank That,Soulja Boy,Hip Hop,2007,C Major,140,8B,No
I Got Eyes,John De Sohn,Dance Pop,2019,G Major,105,9B,No
Dreams,Zhu,Tropical,2017,D-Flat Major,184,3B,No
Where Are U Now,Jack U & Skrillex & Justin Bieber,Edm/Pop,2015,E Minor,139,9A,No
Flames,David Guetta,Edm/Pop,2018,F Minor,94,4A,No
My Love <Raven & Kreyn Remix>,Breathe Carolina,Edm,2019,E Minor,125,9A,No
Who I Am,Nick Jonas & The Administration,Pop,2010,E Major,107,12B,No
Save The World,Swedish House Mafia,Edm/Pop,2011,C Major,127,8B,No
Wassup,Timmy Trumpet,Edm/Pop,2019,C Major,124,8B,No
Open Wide,Calvin Harris,Edm/Pop,2014,D-Flat Major,128,3B,No
Lay Me Down,Sam Smith,Hip Hop/Pop,2015,E Major,125,12B,No
Work <R3Hab Remix>,Rihanna,Edm/Pop,2016,D-Flat Minor,100,12A,No
Born To Be Wild,Steppenwolf,Classic Rock,1968,D Major,146,10B,No
Don'T Worry,Madcon,Edm/Pop,2015,G Major,123,9B,No
Pure Water,Mustard & Migos,Pop,2019,C Major,202,8B,No
Breathe,Michelle Branch,Pop,2003,F-Sharp Major,117,2B,No
Rewrite The Stars,Zac Efron,Pop,2017,B-Flat Major,125,6B,No
International Love,Pitbull,Pop,2011,C Minor,120,5A,No
No Role Modelz,J Cole,Edm/Pop,2014,B-Flat Minor,100,3A,No
Scars To Your Beautiful <Notd Remix>,Alessia Cara,Edm/Pop,2016,C Major,102,8B,No
Now Or Never <R3Hab Remix>,Halsey,Edm/Pop,2017,A Major,105,11B,No
Habits <Hippie Sabotage Remix>,Tove Lo,Pop,2014,E Minor,121,9A,No
Bye Bye Bye,Nsync,Edm/Pop,2000,A-Flat Minor,173,1A,No
In Your Eyes,Robin Schulz,Edm/Pop,2020,A-Flat Minor,120,1A,No
Better To Lie,Benny Blanco,Edm/Pop,2018,B-Flat Minor,155,3A,No
All The Way Up,Fat Joe,Rap,2016,B-Flat Minor,117,3A,No
You Give Love A Bad Name,Bon Jovi,Classic Rock,2010,C Minor,123,5A,No
Savannah,Diviners,Edm/Pop,2015,C Major,108,8B,No
Gold,Victoria Justice,Pop,2013,G Major,92,9B,No
When Love Takes Over,David Guetta,Edm/Pop,2009,B Major,130,1B,No
Deja Vu,Katy Perry,Pop,2017,A Minor,120,8A,No
Kingdom,Jewelz & Sparks,Edm,2014,C Major,128,8B,No
Happy,Pharrell Williams,Pop,2014,F Minor,160,4A,No
Rude Boy,Rihanna,Pop,2009,B Major,174,1B,No
So High,Ruben,Pop,2019,B Major,120,1B,No
In The End,Linkin Park,Rock,2000,E-Flat Minor,105,2A,No
Falling For Ya,Jordan Fisher,Pop,2015,D-Flat Minor,170,12A,No
Enjoy The Ride,Illa J,Pop,2018,C Major,91,8B,No
Pursuit Of Happiness,Kid Cudi,Hip Hop,2009,C Major,115,8B,No
Miami 2 Ibiza <Swedish House Mafia & Tinie Tempah Mix>,Swedish House Mafia,Edm,2010,G Minor,125,6A,No
Young Dumb & Broke,Khalid,Pop,2017,D-Flat Major,137,3B,No
Do It Again,Steve Aoki,Dance Pop,2019,A Major,124,11B,No
Finally,Halsey,Dance Pop,2019,A Minor,134,8A,No
Somebody <Modern Machines Remix>,Natalie La Rose,Edm/Pop,2015,A Minor,129,8A,No
I Want You Back,Nsync,Dance Pop,1997,A-Flat Minor,112,1A,No
Options,Pitbull,Edm/Pop,2017,A Major,69,11B,No
Bitch Betta Have My Money,Tyga,Hip Hop,2014,B Minor,98,10A,No
Bromance <Avicii Remix>,Tim Berg,Dance Pop,2013,D-Flat Minor,126,12A,No
Symphony <R3Hab Remix>,Clean Bandit,Edm/Pop,2017,C Minor,142,5A,No
These Are The Times,Martin Garrix,Edm/Pop,2019,E Major,127,12B,No
I Miss Myself,Notd & Hrvy,Dance Pop,2019,C Major,96,8B,No
If It Ain'T Love,Jason Derulo,Edm/Pop,2016,B-Flat Minor,129,3A,No
Honestly,Hot Chelle Rae,Pop,2011,C Major,93,8B,No
Panda,Desiigner,Edm/Pop,2016,B-Flat Minor,145,3A,No
Glad You Came,The Wanted,Pop,2011,G Minor,127,6A,No
Magnets <A Trak Remix>,Disclosure,Edm/Pop,2015,B-Flat Minor,125,3A,No
Black Magic,Little Mix,Pop,2015,E Major,112,12B,No
Fourfiveseconds,Rihanna,Edm/Pop,2015,D Major,206,10B,No
Footprints,Tiesto,Edm,2014,D-Flat Minor,128,12A,No
Lullaby,Sigala,Dance Pop,2018,F Minor,120,4A,No
I Love It When You Cry <Boehm Remix>,Steve Aoki,Tropical,2015,D Major,120,10B,No
Ready Or Not,Bridgit Mendler,Pop,2012,D Major,93,10B,No
Shake It Off,Taylor Swift,Pop,2014,G Major,160,9B,No
What About Us <Cash Cash Remix>,Pink,Edm/Pop,2017,A-Flat Major,123,4B,No
Wake Me Up Before You Go-Go,Wham,Pop,1984,C Major,81,8B,No
Goodbye,Jason Derulo,Hip Hop/Pop,2018,C Major,103,8B,No
Wasted <R3Hab Remix>,Tiesto,Edm,2014,B Minor,128,10A,No
Finesse,Bruno Mars,Edm/Pop,2016,F Minor,105,4A,No
Unforgettable <Major Lazer Remix>,French Montana,Edm/Pop,2017,D-Flat Minor,100,12A,No
Straight Up,Paula Abdul,Pop,1988,G Major,96,9B,No
United We Dance,Vicetone,Edm,2015,B-Flat Major,126,6B,No
Complicated,Avril Lavigne,Pop,2002,F Major,78,7B,No
Message In A Bottle,The Police,Classic Rock,1979,D-Flat Minor,151,12A,No
Nothing Breaks Like A Heart <Don Diablo Remix>,Mark Ronson,Edm/Pop,2019,G Minor,124,6A,No
The Climb,Miley Cyrus,Pop,2009,E Major,161,12B,No
Can'T Fight This Feeling,Reo Speedwagon,Classic Rock,1984,A Major,156,11B,No
Let'S Make This Last 4Ever,Mitchel Musso,Pop,2009,B Minor,75,10A,No
No Brainer,Dj Khaled,Dance Pop,2018,C Major,136,8B,No
What A Time,Julia Michaels,Pop,2019,C Major,133,8B,No
Not Over Yet <Perfecto Edit>,Grace,Dance Pop,2007,F-Sharp Minor,131,11A,No
Love Me Now <Dave Aude Remix>,John Legend,Edm/Pop,2016,A-Flat Major,125,4B,No
Sex,Cheat Codes,Tropical,2016,C Major,102,8B,No
Lean On,Major Lazer,Edm/Pop,2015,G Minor,98,6A,No
Don'T Call Me Up,Mabel,Pop,2019,A Major,99,11B,No
Ride,Madison Mars,Edm,2019,A-Flat Major,120,4B,No
Really Don'T Care,Demi Lovato,Pop,2013,G Major,121,9B,No
Gold Skies,Sander Van Doorn,Dance/Edm,2014,A Minor,128,8A,No
Keep Up,Akon,Pop,2013,F-Sharp Minor,174,11A,No
Replay,Iyaz,Pop,2009,A Major,91,11B,No
Voice Of Chunk,The Lounge Lizards,Pop,1988,A Minor,136,8A,No
Use Somebody,Kings Of Leon,Pop,2008,C Major,137,8B,No
Try Again,Campsite Dream,Tropical,2016,E Major,93,12B,No
Scars To Your Beautiful <Luca Schreiner Remix>,Alessia Cara,Edm/Pop,2016,A Minor,118,8A,No
All Night <Cash Cash Edit>,Icona Pop,Edm,2013,E Major,128,12B,No
Around The World,A Touch Of Class,Dance Pop,2000,A Minor,132,8A,No
Torn,Campsite Dream,Tropical,2017,E-Flat Major,96,5B,No
Versace On The Floor,Bruno Mars,Edm/Pop,2017,D Major,100,10B,No
If You'Re Over Me <Sebastian Perez Remix>,Years & Years,Edm/Pop,2018,E-Flat Major,125,5B,No
Say You Won'T Let Go,James Arthur,Pop,2016,B-Flat Major,85,6B,No
Free Fallin',Tom Petty,Classic Rock,1989,F Major,84,7B,No
Brighter,Two Friends,Edm/Pop,2014,B-Flat Major,128,6B,No
Hard Knock Life ,Jay Z,Rap,1998,B-Flat Minor,77,3A,No
Beach House <Ashworth Remix>,The Chainsmokers,Edm,2018,C Major,112,8B,No
Go Hard,Quintino,Edm,2014,D-Flat Major,128,3B,No
Sugar,Robin Schulz,Edm/Pop,2015,F Minor,123,4A,No
Love Me Again,John Newman,Edm/Pop,2013,D Minor,126,7A,No
Ruin My Life,Zara Larsson,Dance Pop,2018,B Major,125,1B,No
Best Song Ever,One Direction,Pop,2013,D-Flat Major,118,3B,No
All We Know <Oliver Heldens Remix>,The Chainsmokers,Tropical,2016,C Major,124,8B,No
Youth,Shawn Mendes,Pop,2018,F-Sharp Minor,100,11A,No
Sweetener,Ariana Grande,Pop,2018,E Major,120,12B,No
More Than A Feeling,Boston,Classic Rock,1976,G Major,109,9B,No
Delicate,Taylor Swift,Edm/Pop,2017,A Minor,95,8A,No
Carry On Wayward Son,Kansas,Classic Rock,2009,C Major,127,8B,No
This Is What You Came For <R3Hab & Henry Fong Remix>,Calvin Harris,Edm,2016,A Minor,128,8A,No
Remind Me To Forget,Kygo,Tropical,2018,C Major,99,8B,No
Undrunk,Fletcher,Edm/Pop,2019,F Major,93,7B,No
Where Are U Now <Marshmello Remix>,Jack U & Skrillex & Justin Bieber,Edm/Pop,2015,A-Flat Major,142,4B,No
Missed Call,Hogland,Tropical,2018,F Major,102,7B,No
Smoke On The Water,Deep Purple,Classic Rock,1972,C Major,114,8B,No
She Will Be Loved,Maroon 5,Pop,2002,C Minor,204,5A,No
Maps,Maroon 5,Pop,2015,D-Flat Minor,120,12A,No
Lay It All On Me <Robin Schulz Remix>,Rudimental,Edm/Pop,2015,F-Sharp Major,122,2B,No
Watch Me Whip,Silento,Hip Hop,2015,A-Flat Major,140,4B,No
Tubthumping,Chumbawamba,Dance Pop,2008,D Major,208,10B,No
Single Ladies,Beyonce,Pop,2008,D-Flat Major,193,3B,No
We Own The Night,Tiesto,Edm,2012,G Major,130,9B,No
We Won'T Be Alone,Feint,Edm/Pop,2015,B Minor,175,10A,No
Leave,Borgeous,Dance Pop,2019,B Minor,116,10A,No
Heaven,Dzeko,Dance Pop,2019,C Minor,128,5A,No
Who Do You Love <R3Hab Remix>,The Chainsmokers,Edm/Pop,2019,A-Flat Major,142,4B,No
Stay <Nicky Romero Remix>,David Guetta,Edm,2019,A Major,125,11B,No
Nothing Can Hold Us Down <Dr Phunk Extended Remix>,Hardwell,Edm,2017,F Minor,150,4A,No
Scared To Be Lonely <Conro Remix>,Martin Garrix,Edm/Pop,2017,D-Flat Minor,155,12A,No
Souls <Thomas Gold Remix>,Borgeous,Edm/Pop,2015,B Major,128,1B,No
Never Really Over,Katy Perry,Dance Pop,2019,A-Flat Major,100,4B,No
Blurred Lines,Robin Thicke,Edm/Pop,2013,G Major,120,9B,No
Gonna Be Alright <Tom Ferry Remix>,Tritonal,Edm,2018,A Minor,122,8A,No
Uma Thurman,Fall Out Boy,Pop,2015,E Minor,150,9A,No
Seek Bromance <Avicii Vocal Edit>,Tim Berg,Edm,2011,D-Flat Minor,126,12A,No
Scared To Be Lonely <Dubvision Remix>,Martin Garrix,Edm/Pop,2017,D-Flat Minor,127,12A,No
Without Me,Halsey,Pop,2018,F-Sharp Major,136,2B,No
Piece Of Your Heart,Meduza,Pop,2019,B-Flat Minor,124,3A,No
Shy Guy,Campsite Dream,Dance Pop,2019,A-Flat Minor,96,1A,No
Working For It <Nomero Remix>,Zhu,Pop,2016,F-Sharp Major,100,2B,No
Sign Of The Times,Harry Styles,Hip Hop/Pop,2017,F Major,120,7B,No
Chandelier,Bob,Pop,2012,D-Flat Minor,113,12A,No
Phone Down <Evan Berg Remix>,Lost Kings,Pop,2016,C Major,155,8B,No
Follow Me,Hardwell,Edm/Pop,2015,F-Sharp Major,128,2B,No
Alive,R3Hab,Edm/Pop,2019,B Minor,138,10A,No
679,Fetty Wap,Hip Hop,2015,G Major,190,9B,No
Vogue,Madonna,Dance Pop,1990,B-Flat Minor,116,3A,No
Why We Lose,Cartoon,Edm/Pop,2015,E Minor,175,9A,No
All My Friends,Tommy Trash,Edm,2011,B-Flat Major,128,6B,No
House Of Cards,Kshmr,Edm/Pop,2018,A Minor,110,8A,No
Can'T Stop Dancin',Becky G,Edm/Pop,2014,C Minor,100,5A,No
Harleys In Hawaii,Katy Perry,Pop,2019,B-Flat Minor,140,3A,No
All Day And Night,Jax Jones,Dance Pop,2019,D-Flat Minor,122,12A,No
Promises,Calvin Harris & Sam Smith,Dance Pop,2018,B Major,123,1B,No
Electricity,Silk City & Dua Lipa,Dance Pop,2018,C Major,118,8B,No
Hot Girl Summer,Megan Thee Stallion,Hip Hop,2019,C Major,99,8B,No
I Wanna Know <Syn Cole Remix>,Notd & Bea Miller,Edm/Pop,2018,F-Sharp Major,126,2B,No
Dream On,Aerosmith,Classic Rock,1973,D-Flat Major,161,3B,No
Love Is Not Enough,Gattuso,Dance Pop,2019,A-Flat Major,128,4B,No
Do You Mean,The Chainsmokers,Dance Pop,2019,B Major,100,1B,No
Kids,One Republic,Pop,2016,D Major,100,10B,No
Roses <Zaxx Remix>,The Chainsmokers,Edm/Pop,2016,D-Flat Minor,128,12A,No
All Night,Steve Aoki,Hip Hop/Pop,2017,F-Sharp Minor,90,11A,No
Stole The Show,Kygo,Dance Pop,2016,A-Flat Minor,100,1A,No
Don'T Look Down,Martin Garrix,Dance/Edm,2015,C Major,128,8B,No
Written In The Stars,Tinie Tempah,Edm/Pop,2010,G Major,92,9B,No
Take On The World,Rowan Blanchard,Pop,2014,F Major,116,7B,No
Crazy <The Stop Remix>,Britney Spears,Dance Pop,2014,A-Flat Major,101,4B,No
Walls Could Talk,Halsey,Edm/Pop,2017,D-Flat Major,95,3B,No
Never Letting Go,Audien,Dance Pop,2018,D-Flat Major,128,3B,No
Somebody I'M Not,Davai,Dance Pop,2019,D-Flat Minor,102,12A,No
Way Too High,Mike Perry,Edm,2019,D Major,100,10B,No
Talk Dirty,Jason Derulo,Edm/Pop,2013,F-Sharp Major,100,2B,No
Red Lights,Tiesto,Dance Pop,2014,B-Flat Major,125,6B,No
7 Years,Lukas Graham,Pop,2016,B-Flat Major,120,6B,No
Go West,Pet Shop Boys,Dance Pop,2003,G Major,121,9B,No
Tell Me You Love Me,Galantis,Tropical,2017,F Major,122,7B,No
Dead,Madison Beer,Pop,2017,D Minor,103,7A,No
Applause,Lady Gaga,Pop,2013,G Minor,140,6A,No
There For You <Madison Mars Remix>,Martin Garrix,Dance/Edm,2017,F-Sharp Minor,126,11A,No
Don'T Trust Me,3Oh!3,Pop,2008,F Minor,130,4A,No
Reload,Sebastian Ingrosso,Edm,2013,A Minor,128,8A,No
Stitches,Shawn Mendes,Edm/Pop,2015,D-Flat Major,150,3B,No
Dark Horse,Katy Perry,Pop,2013,F-Sharp Major,132,2B,No
Immortal,Dvbbs,Edm,2014,D Major,195,10B,No
Waiting For Tonight,Jennifer Lopez,Dance Pop,2012,B-Flat Minor,125,3A,No
Touch,3Lau,Edm,2018,B Minor,110,10A,No
Close To Me,Ellie Goulding,Edm/Pop,2018,D-Flat Minor,144,12A,No
All About That Bass,Meghan Trainor,Pop,2015,A Major,134,11B,No
Where I Wanna Be,Arizona,Pop,2017,E-Flat Major,117,5B,No
Brightside,Brklyn,Edm,2018,D-Flat Major,100,3B,No
The Days,Avicii,Dance Pop,2014,C Major,127,8B,No
Crazy In Love,Beyonce,Pop,2003,D Minor,99,7A,No
Giant ,Calvin Harris,Dance Pop,2019,D-Flat Minor,122,12A,No
Want U Back,Cher Lloyd,Pop,2011,A Major,98,11B,No
Trap Queen,Fetty Wap,Edm/Pop,2015,G Major,148,9B,No
We Are Family,Sister Sledge,Pop,1979,G Minor,119,6A,No
Here With Me,Marshmello,Dance Pop,2019,F Minor,100,4A,No
Millionaire <Alan Walker Remix>,Cash Cash & Digital Farm Animals,Tropical,2016,F Major,96,7B,No
Bonfire,Felix Jaehn,Tropical,2016,D Minor,111,7A,No
How Far I'Ll Go,Alessia Cara,Pop,2016,A Major,180,11B,No
Don'T Give Up On Me,Armin Van Buuren,Dance Pop,2019,C Minor,118,5A,No
Best Day Of My Life,American Authors,Pop,2014,D Major,100,10B,No
Long Gone,Akon,Pop,2013,B-Flat Major,130,6B,No
What Does The Fox Say,Ylvis,Pop,2013,F-Sharp Major,128,2B,No
For You,Liam Payne & Rita Ora,Hip Hop/Pop,2018,D Minor,113,7A,No
Stuck In A Dream,Lil Mosey,Pop,2019,B-Flat Minor,140,3A,No
Girlfriend,Avril Lavigne,Edm/Pop,2007,G Major,164,9B,No
Shape Of You <Galantis Remix>,Ed Sheeran,Edm/Pop,2017,D-Flat Minor,100,12A,No
