title,artist,genre,released_year,song_key,bpm,camelot,Instrumental_type,ranked
Inside The Lines,Mike Perry,Pop,2016,A-Flat Major,97,4B,No
I Feel It Coming,The Weeknd,Pop,2016,C Minor,93,5A,No
Let Me Go,Hailee Steinfeld,Pop,2017,A-Flat Major,103,4B,No
Summer Air <Sunnery James & Ryan Marciano Remix>,Hardwell,Dance/Edm,2019,D-Flat Minor,126,12A,No
This Is What It Feels Like,Armin Van Buuren,Dance Pop,2013,A-Flat Major,130,4B,No
Dreamreacher,Bakermat,Tropical,2016,F Major,105,7B,No
Truth Or Dare,Emily Osment,Pop,2010,C Minor,137,5A,No
What'S My Name,Rihanna,Pop,2010,D Major,100,10B,No
Like I Would <White Panda Remix>,Zayn,Edm/Pop,2016,B-Flat Minor,122,3A,No
Slow Dance,Aj Mitchell,Pop,2019,D-Flat Major,128,3B,No
Colourblind,Tones And I,Pop,2019,A Minor,98,8A,No
Let You Love Me,Rita Ora,Pop,2018,B-Flat Major,96,6B,No
The Rest Will Follow,Ludvigsson,Dance Pop,2019,A Minor,120,8A,No
Blue,Eiffel 65,Dance Pop,1999,G Minor,128,6A,No
Outside <Hardwell Remix>,Calvin Harris,Edm/Pop,2015,D Minor,128,7A,No
Forever,Martin Garrix,Dance Pop,2017,A-Flat Minor,128,1A,No
Sugar,Maroon 5,Pop,2014,D-Flat Major,120,3B,No
Hotter Than Hell,Dua Lipa,Edm/Pop,2017,E-Flat Minor,110,2A,No
Give Me Your Love,Sigala,Tropical,2016,D Major,125,10B,No
Play My Music,Jonas Brothers,Pop,2008,D Major,178,10B,No
Call You Mine <Asketa & Natan Chaim Remix>,The Chainsmokers,Dance Pop,2019,G Major,115,9B,No
7 Things,Miley Cyrus,Pop,2008,D-Flat Minor,107,12A,No
Parachute,Otto Knows,Edm,2014,F Minor,128,4A,No
Alone <Blazars Remix>,Alan Walker,Dance/Edm,2017,G Minor,126,6A,No
Turbulence,Steve Aoki,Edm,2012,D Major,130,10B,No
Run Away With Me,Carly Rae Jepsen,Pop,2015,D-Flat Major,119,3B,No
Hundred Miles,Yall,Edm/Pop,2015,G Minor,98,6A,No
Hold Me While You Wait <Steve Void Remix>,Lewis Capaldi,Dance Pop,2019,B Major,125,1B,No
Make It To Heaven,David Guetta & Raye,Edm/Pop,2019,C Minor,126,5A,No
Cool Girl,Tove Lo,Edm/Pop,2016,A Minor,102,8A,No
Hurricane,Halsey,Pop,2015,C Major,120,8B,No
If I Could Fly,One Direction,Pop,2015,F Major,75,7B,No
Just Got Paid,Sigala,Dance Pop,2018,F-Sharp Minor,120,11A,No
Lose Yourself To Dance,Daft Punk,Dance Pop,2013,B-Flat Minor,100,3A,No
These Days,Rudimental,Tropical,2018,C Major,92,8B,No
Attention,Charlie Puth,Pop,2018,E-Flat Minor,100,2A,No
Now That I Found You,Carly Rae Jepsen,Dance Pop,2019,C Minor,124,5A,No
Kanye,The Chainsmokers,Pop,2014,B-Flat Major,128,6B,No
Feels,Calvin Harris,Dance Pop,2017,B Minor,101,10A,No
Turn Up The Speakers,Afrojack,Dance/Edm,2014,F Major,128,7B,No
Lean On,Campsite Dream,Edm/Pop,2016,F Minor,100,4A,No
Good Thing,Zedd & Kehlani,Dance Pop,2019,D-Flat Minor,186,12A,No
Without You <Otto Knows Remix>,Avicii,Edm/Pop,2017,D Major,131,10B,No
Wouldn'T Change A Thing,Demi Lovato,Pop,2010,D-Flat Major,172,3B,No
Perfect <Mike Perry Remix>,Ed Sheeran,Edm/Pop,2017,F Minor,114,4A,No
Wild,Troye Sivan,Pop,2015,E-Flat Major,90,5B,No
Midnight Hour,Skrillex,Dance Pop,2019,C Major,126,8B,No
On My Mind,Ellie Goulding,Edm/Pop,2015,C Major,155,8B,No
Classic Rock My Heart <Radio Mix>,Haddaway,Dance Pop,1993,F Minor,130,4A,No
July,Noah Cyrus,Pop,2019,A Minor,73,8A,No
Black And Yellow,Wiz Khalifa,Edm/Pop,2011,D Minor,164,7A,No
Find You <Rami Remix>,Nick Jonas,Edm/Pop,2017,D Major,128,10B,No
Somebody That I Used To Know <4Frnt Remix>,Gotye,Edm/Pop,2012,C Major,129,8B,No
All The Love You Got,Moti,Dance Pop,2019,G Major,126,9B,No
Slow Dancing In The Dark <Loud Luxury Remix>,Joji,Edm/Pop,2018,F Minor,122,4A,No
Alive,Krewella,Pop,2013,A Major,128,11B,No
Scared To Be Lonely <Loopers Remix>,Martin Garrix,Dance/Edm,2017,C Major,128,8B,No
Classic Rock You Like A Hurricane,Scorpions,Rock,1984,E Minor,126,9A,No
Lucky One,Tom Ferry,Dance/Edm,2019,G Minor,124,6A,No
I Like It,Cardi B,Edm/Pop,2018,F Minor,136,4A,No
Middle Of The Night,Elley Duhe,Hip Hop/Pop,2020,E Minor,186,9A,No
It'S On,Demi Lovato,Pop,2010,B Minor,150,10A,No
Knock You Down,Keri Hilson,Pop,2009,A-Flat Major,155,4B,No
Dreamer <Nicky Romero Remix>,Martin Garrix,Dance/Edm,2018,D-Flat Major,124,3B,No
Spectrum <Calvin Harris Remix>,Florence & The Machine,Dance/Edm,2011,B Minor,126,10A,No
Heartless,The Weeknd,Dance Pop,2019,B-Flat Minor,170,3A,No
Would You Ever,Skrillex & Poo Bear,Tropical,2017,B-Flat Major,126,6B,No
Another One Bites The Dust,Queen,Classic Rock,1980,F Minor,110,4A,No
A Sky Full Of Stars <Robin Schulz Edit>,Coldplay,Edm/Pop,2014,F-Sharp Major,123,2B,No
Thunderstruck,Ac/Dc,Classic Rock,1990,E Major,134,12B,No
Lost In Japan <Remix>,Shawn Mendes,Dance/Edm,2018,B-Flat Major,107,6B,No
Bad Things,Machine Gun Kelly & Camila Cabello,Pop,2016,D Major,138,10B,No
Hot <Remix>,Young Thug,Pop,2019,G Minor,112,6A,No
Stay The Night <Tiesto Club Life Remix>,Zedd & Hayley Williams,Edm/Pop,2014,F Minor,128,4A,No
Swan Song,Dua Lipa,Edm/Pop,2019,F Minor,188,4A,No
In The Name Of Love <Dallask Remix>,Martin Garrix,Dance/Edm,2016,E Minor,134,9A,No
Little Bad Girl,David Guetta,Edm/Pop,2012,B Minor,127,10A,No
Summer Days <Tiesto Remix>,Martin Garrix,Dance Pop,2019,F Minor,126,4A,No
Treasure,Bruno Mars,Edm/Pop,2012,F Minor,116,4A,No
Light Me Up,Matisse & Sadko,Edm,2018,G Major,126,9B,No
City Of Dreams,Dirty South,Edm/Pop,2013,E Major,128,12B,No
Only You,Cheat Codes,Tropical,2018,E Minor,108,9A,No
We Will Classic Rock You,Queen,Classic Rock,1977,D Major,81,10B,No
False Alarm <Justice Skolnik Remix>,Matoma,Edm/Pop,2016,A-Flat Major,103,4B,No
Remember The Name,Fort Minor,Dance/Edm,2005,A-Flat Major,85,4B,No
Obsession,Vice,Hip Hop/Pop,2017,B-Flat Major,102,6B,No
Bang My Head,David Guetta,Edm/Pop,2015,C Major,108,8B,No
What'S My Name,China Anne Mcclain,Pop,2017,D-Flat Major,114,3B,No
Love Me,Felix Cartal,Edm/Pop,2019,F Minor,117,4A,No
Old Town Road,Lil Nas X,Edm/Pop,2019,D-Flat Major,136,3B,No
Cold,Maroon 5,Pop,2017,A Minor,100,8A,No
Insomnia <King Arthur Remix>,Daya,Dance Pop,2019,E Minor,123,9A,No
What About Love,Austin Mahone,Pop,2014,D Major,100,10B,No
Let You Down,Nf,Tropical,2017,F Minor,148,4A,No
Are You Lonely,Steve Aoki,Dance Pop,2019,F-Sharp Minor,90,11A,No
All Or Nothing <Sultan & Shepard Remix>,Lost Frequencies,Tropical,2017,G Major,126,9B,No
On My Own,Austin Moon,Pop,2015,G Major,88,9B,No
By Your Side,Jonas Blue,Pop,2016,F-Sharp Major,123,2B,No
Lalala,Y2K,Pop,2019,D Major,130,10B,No
Buzzing,Audien,Dance Pop,2019,G Minor,128,6A,No
Something Just Like This <Alesso Remix>,The Chainsmokers,Dance Pop,2017,D Major,120,10B,No
Love Yourself,Justin Bieber,Edm/Pop,2015,E Major,100,12B,No
Happier <Matt Medved Remix>,Marshmello,Dance Pop,2018,F Major,122,7B,No
Light It Up <Remix>,Major Lazer,Edm/Pop,2015,A Minor,108,8A,No
I,Lil Skies,Edm/Pop,2019,F-Sharp Major,99,2B,No
Mad World <Ryan & Vin Remix>,Hardwell,Dance/Edm,2016,F Major,128,7B,No
Year 3000,Jonas Brothers,Pop,2019,B Major,107,1B,No
Ghost <Oliver Nelson Remix>,Ella Henderson,Pop,2014,G Minor,112,6A,No
E.T.,Katy Perry,Edm/Pop,2012,F Minor,150,4A,No
Why Can'T I,Liz Phair,Pop,2003,B Major,81,1B,No
I Will Never Let You Down <R3Hab Remix>,Rita Ora,Edm/Pop,2014,E Major,128,12B,No
Whole Heart,Gryffin,Pop,2016,A Major,164,11B,No
Live For The Night <W&W Remix>,Krewella,Edm,2013,E-Flat Minor,128,2A,No
Run For Your Life <Attom Chill Remix>,Mako,Tropical,2017,B Major,97,1B,No
Look At Her Now,Selena Gomez,Pop,2019,B-Flat Minor,154,3A,No
Stay,David Guetta,Dance Pop,2019,A Minor,120,8A,No
Clarity <Remix>,Vicetone,Edm,2013,A-Flat Major,128,4B,No
Lollipop,Aqua,Dance Pop,2009,C Minor,139,5A,No
Fireball,Pitbull,Edm/Pop,2014,B-Flat Major,123,6B,No
Can You Love Me Again,Shake,Pop,2013,D Minor,126,7A,No
Pressure <Alesso Remix>,Alex Kenji,Edm/Pop,2012,A-Flat Major,128,4B,No
My Way,Nicky Romero,Edm/Pop,2018,D-Flat Minor,105,12A,No
Out Of Love,Alessia Cara,Pop,2018,G Major,118,9B,No
Me Myself & I <Marc Stout & Scott Svejda Remix>,G-Eazy,Edm/Pop,2016,D-Flat Major,126,3B,No
Crush,David Archuleta,Pop,2008,C Minor,162,5A,No
Taki Taki,Dj Snake,Dance Pop,2018,A-Flat Minor,96,1A,No
Beat Of My Heart,Lost Frequencies,Dance Pop,2019,F-Sharp Major,112,2B,No
A Thousand Miles,Vanessa Carlton,Pop,2002,B Major,95,1B,No
Beautiful,Bazzi,Edm/Pop,2018,D Major,100,10B,No
South Of The Border,Ed Sheeran,Pop,2019,A Minor,98,8A,No
Chandelier,Sia,Pop,2014,D-Flat Major,117,3B,No
Breathe,Jax Jones,Dance Pop,2019,B Minor,126,10A,No
I Just Can'T,R3Hab,Tropical,2017,F-Sharp Minor,78,11A,No
Love You Better,John De Sohn,Dance Pop,2019,B Major,103,1B,No
Nasa,Ariana Grande,Pop,2019,F-Sharp Major,75,2B,No
High On Life (Feat. Bonn),Martin Garrix,Dance Pop,2018,F-Sharp Minor,128,11A,No
Pompeii,Bastille,Pop,2013,A Major,127,11B,No
Meet Me In The Hallway,Harry Styles,Pop,2017,D Major,104,10B,No
Still New York,Max,Tropical,2018,D-Flat Minor,99,12A,No
Wild Horses <Sam Feldt Remix>,Birdy,Hip Hop/Pop,2016,A-Flat Major,110,4B,No
Better When You'Re Gone,David Guetta,Dance Pop,2019,D-Flat Minor,128,12A,No
Boombox,Laura Marano,Pop,2016,A Major,128,11B,No
Easier,7 Seconds Of Summer,Pop,2019,F Major,176,7B,No
Falling,Trevor Daniel,Edm/Pop,2018,B-Flat Minor,127,3A,No
Don'T Tell 'Em,Jeremih,Hip Hop,2015,D Minor,98,7A,No
Lost And Found <Odesza Remix>,Pretty Lights,Pop,2014,A Major,90,11B,No
Guilty Pleasure,Bryce Vine,Pop,2014,F-Sharp Major,150,2B,No
Bury A Friend,Billie Eilish,Pop,2019,A-Flat Major,120,4B,No
Say It ,Flume,Edm/Pop,2016,E-Flat Minor,75,2A,No
Do You Mean <Myon Remix>,The Chainsmokers,Dance Pop,2019,B Major,110,1B,No
Stranger Things,Kygo,Tropical,2017,C Major,107,8B,No
Like I Love You,Lost Frequencies,Dance Pop,2018,D-Flat Major,118,3B,No
No Type,Rae Sremmurd,Edm/Pop,2015,F-Sharp Major,125,2B,No
Id <Ultra Music Festival Anthem>,Kygo,Tropical,2015,B-Flat Major,105,6B,No
Don'T Let Me Down <W&W Remix>,The Chainsmokers,Dance/Edm,2016,A-Flat Minor,160,1A,No
In Da Club,50 Cent,Hip Hop,2003,F-Sharp Minor,90,11A,No
Hey Brother,Avicii,Pop,2013,G Minor,125,6A,No
Sweet Nothing <Tiesto Remix>,Calvin Harris,Edm,2012,A-Flat Minor,128,1A,No
I Kissed A Girl,Katy Perry,Edm/Pop,2008,F Major,130,7B,No
Strip That Down,Liam Payne,Pop,2017,F-Sharp Major,106,2B,No
Mirrors,Justin Timberlake,Pop,2013,F Minor,77,4A,No
Bon Appetit,Katy Perry,Pop,2017,F-Sharp Major,106,2B,No
Body <Dzeko Remix>,Loud Luxury,Edm/Pop,2018,F Minor,126,4A,No
I Really Like You <Blasterjaxx Remix>,Carly Rae Jepsen,Edm/Pop,2015,D Minor,128,7A,No
Hey There Delilah,Plain White T'S,Pop,2005,D Major,104,10B,No
Stay <Mark Knight Remix>,David Guetta,Dance Pop,2019,A Minor,125,8A,No
Bruises <Steve Void Remix>,Lewis Capaldi,Dance Pop,2019,A Major,125,11B,No
I.F.L.Y.,Bazzi,Pop,2019,D Major,105,10B,No
I Got U,Duke Dumont,Tropical,2014,C Major,121,8B,No
Don'T Worry Bout Me - Rudimental Remix,Zara Larsson,Dance Pop,2019,F Major,125,7B,No
Firework,Katy Perry,Dance Pop,2010,A-Flat Major,124,4B,No
Tie Me Down,Gryffin & Elley Duhe,Edm/Pop,2018,F-Sharp Major,99,2B,No
Stan,Eminem,Hip Hop,2005,F-Sharp Minor,80,11A,No
One Night,Mk,Dance/Edm,2019,B Minor,124,10A,No
Radio Love <Dualities Remix>,Lucas Estrada,Dance/Edm,2019,A Minor,122,8A,No
Final Song,Mo,Edm/Pop,2016,D-Flat Minor,105,12A,No
Give Me Everything,Pitbull,Pop,2011,A-Flat Major,129,4B,No
Capsize,Frenship,Tropical,2016,F Minor,93,4A,No
Determinate,Adam Hicks,Pop,2011,D-Flat Minor,140,12A,No
Heaven <David Guetta & Morten Remix>,Avicii,Dance Pop,2019,F-Sharp Minor,126,11A,No
How You'Ve Been <Black Caviar Remix>,R3Hab,Edm/Pop,2018,B Minor,118,10A,No
Mr. Jones,Counting Crows,Hard Classic Rock,1993,C Major,142,8B,No
Everyday We Lit,Yfn Lucci,Hip Hop/Pop,2017,G Major,156,9B,No
Lemon,Nerd,Hip Hop/Pop,2017,D-Flat Major,95,3B,No
Some Say,Nea,Pop,2019,E-Flat Minor,105,2A,No
Sixteen,Ellie Goulding,Dance Pop,2019,A-Flat Major,110,4B,No
Breakaway,Kelly Clarkson,Pop,2004,A Minor,160,8A,No
Would I Lie To You,David Guetta,Edm/Pop,2016,G Minor,124,6A,No
I Want To Hold Your Hand,The Beatles,Classic Rock,2000,G Major,131,9B,No
Lollipop,Lil Wayne,Hip Hop,2008,C Major,148,8B,No
Just You And I <R3Hab Remix>,Tom Walker,Edm,2019,A Major,100,11B,No
Together We Are,Arty,Edm,2013,B-Flat Major,128,6B,No
Middle <4B Remix>,Dj Snake,Dance/Edm,2015,A Major,134,11B,No
Higher Place - Bassjackers Remix,Dimitri Vegas & Like Mike,Edm/Pop,2015,E Minor,128,9A,No
Bruises,Lewis Capaldi,Pop,2019,E Major,111,12B,No
Breathin',Ariana Grande,Edm/Pop,2018,A-Flat Major,100,4B,No
Electric Elephants,Jay Hardway,Dance/Edm,2015,F-Sharp Minor,128,11A,No
Higher Love,State Of Sound,Tropical,2016,G Major,110,9B,No
Story Of My Life,One Direction,Pop,2013,E-Flat Major,121,5B,No
Tequila <Robin Schulz Remix>,Dan & Shay,Dance Pop,2019,B Major,123,1B,No
Dancing Queen,Abba,Pop,1976,A Major,101,11B,No
What I Like About You,Jonas Blue,Dance Pop,2019,D-Flat Major,102,3B,No
Supalonely,Benee,Dance Pop,2019,G Major,129,9B,No
My My My,Troye Sivan,Pop,2018,D-Flat Major,103,3B,No
My Love,Justin Timberlake,Hip Hop,2006,B Minor,120,10A,No
Ensemble,Vicetone,Edm,2014,G Major,128,9B,No
On My Way,Alan Walker,Dance Pop,2019,D-Flat Minor,170,12A,No
One Day They'Ll Know <Odesza Remix>,Pretty Lights,Pop,2013,B Minor,140,10A,No
Stitches <Seeb Remix>,Shawn Mendes,Edm/Pop,2015,D-Flat Major,102,3B,No
A Sky Full Of Stars <Hardwell Remix>,Coldplay,Edm/Pop,2015,E-Flat Minor,128,2A,No
So What,Pink,Pop,2008,B Minor,126,10A,No
Thing For You <Don Diablo Remix>,David Guetta,Edm/Pop,2019,D Major,124,10B,No
In My Room,Mustard,Hip Hop,2015,F-Sharp Major,104,2B,No
Grenade,Bruno Mars,Pop,2010,D Minor,110,7A,No
She Will Be Loved <Radio Mix>,Maroon 5,Pop,2002,C Minor,102,5A,No
Jackie Chan,Tiesto,Dance Pop,2018,E-Flat Minor,128,2A,No
Break Up With Your Girlfriend I'M Bored,Ariana Grande,Pop,2019,F Minor,170,4A,No
Let Me Love You,Neyo,Dance Pop,2012,F Major,125,7B,No
Somebody,The Chainsmokers,Tropical,2018,B-Flat Minor,102,3A,No
Dreamer <Matisse & Sadko Remix>,Axwell & Ingrosso,Edm,2018,B-Flat Major,126,6B,No
Jimmy,Tones And I,Pop,2019,A-Flat Major,68,4B,No
Bad,Migos,Hip Hop/Pop,2017,B Major,127,1B,No
Total Eclipse Of The Heart,Glee Cast,Pop,2010,A-Flat Major,134,4B,No
Are You Mine,Alex Schulz,Tropical,2019,D Major,126,10B,No
Happy Now,Zedd,Dance Pop,2018,E Major,88,12B,No
Blow Me One Last Kiss,Pink,Edm/Pop,2012,G Major,114,9B,No
No More <Bottai Edit>,Alex Gaudino,Pop,2019,E Major,125,12B,No
We Don'T Care,Hogland,Dance/Edm,2017,B Major,126,1B,No
Workin' On It,Meghan Trainor,Pop,2019,D-Flat Minor,136,12A,No
Ocean Eyes <Blackbear Remix>,Billie Eilish,Edm/Pop,2017,E Minor,145,9A,No
Troublemaker,Olly Murs,Pop,2012,C Minor,106,5A,No
The Hills <Rl Grime Remix>,The Weeknd,Edm/Pop,2015,C Minor,140,5A,No
Secret Love Song,Little Mix,Pop,2015,A Major,93,11B,No
Cold Water <Lost Frequencies Remix>,Major Lazer,Edm/Pop,2016,D Major,115,10B,No
Under Control,Calvin Harris,Edm/Pop,2014,A-Flat Major,126,4B,No
When Love Takes Over <Laidback Luke Remix>,David Guetta,Edm,2009,A-Flat Minor,130,1A,No
The Great Escape,Boys Like Girls,Pop,2006,D-Flat Minor,150,12A,No
Whatever It Takes,Imagine Dragons,Edm/Pop,2017,D-Flat Major,135,3B,No
You Found Me,The Fray,Pop,2009,A-Flat Minor,152,1A,No
Water Fountain,Alec Benjamin,Pop,2018,A-Flat Major,134,4B,No
Cinema,Benny Benassi,Pop,2011,D Major,130,10B,No
Only When It Rains,Frank Walker,Dance Pop,2019,B Minor,110,10A,No
I'M Not Sorry,Hardwell,Dance Pop,2019,E Major,128,12B,No
One Thing Right,Marshmello,Dance Pop,2019,E Major,88,12B,No
Hey Soul Sister,Train,Pop,2010,D-Flat Minor,97,12A,No
Wake Me Up,Avicii,Dance Pop,2013,D Major,124,10B,No
Not Going Out Tonight,Jack Newsome,Pop,2019,A-Flat Major,144,4B,No
All You Need To Know,Gryffin,Dance Pop,2019,C Major,140,8B,No
Feeling So Good,Ashley Tisdale,Pop,2019,E Major,110,12B,No
Radioactive,Imagine Dragons,Pop,2012,A Major,136,11B,No
Runaway <Quintino Remix>,Galantis,Dance/Edm,2015,B-Flat Minor,128,3A,No
Lonely,Diplo & Jonas Brothers,Pop,2019,D-Flat Major,98,3B,No
Unconditionally,Katy Perry,Edm/Pop,2013,G Major,129,9B,No
Let Me Love You <Marshmello Remix>,Dj Snake,Edm/Pop,2016,A-Flat Major,120,4B,No
Carry On <Nicky Romero Remix>,Kygo,Dance Pop,2019,A Minor,126,8A,No
It Girl,Jason Derulo,Edm/Pop,2011,D-Flat Minor,92,12A,No
Fuck I'M Lonely <Ofenbach Remix>,Lauv,Dance Pop,2019,A Major,105,11B,No
Think About You <Galantis Remix>,Kygo,Dance/Edm,2019,B-Flat Major,124,6B,No
Be Like You <Dante Klein Remix>,Cvbz,Edm/Pop,2017,G Minor,95,6A,No
I Can Only Imagine,David Guetta,Edm/Pop,2012,A Major,128,11B,No
Chasing Time,Vicetone,Edm,2013,A-Flat Major,128,4B,No
Sad,Chico Rose,Dance Pop,2019,E-Flat Minor,125,2A,No
Girl On Fire,Alicia Keys,Pop,2012,A Major,92,11B,No
Be Someone,Camelphat,Dance/Edm,2019,B-Flat Minor,122,3A,No
The Man,Aloe Blacc,Edm/Pop,2013,B Minor,86,10A,No
Love Song,Sara Bareilles,Classic Rock,2007,D Minor,123,7A,No
Find You,Zedd,Edm/Pop,2014,E-Flat Major,128,5B,No
Lottery <Renegade>,K Camp,Edm/Pop,2019,D-Flat Major,149,3B,No
Unstoppable <Vinai Remix>,R3Hab,Edm,2014,A Major,128,11B,No
Better Half Of Me <R3Hab Remix>,Tom Walker,Dance Pop,2019,E-Flat Major,108,5B,No
Hum With Me,John De Sohn,Dance Pop,2017,B-Flat Major,112,6B,No
Sucker For Pain,Lil Wayne,Edm/Pop,2016,A Minor,169,8A,No
At My Best,Machine Gun Kelly,Hip Hop/Pop,2017,G Minor,170,6A,No
Younger,Jonas Blue,Pop,2019,E-Flat Major,106,5B,No
Live Forever,Liam Payne & Cheat Codes,Pop,2019,G Major,100,9B,No
No One Compares To You,Jack & Jack,Hip Hop/Pop,2019,D-Flat Major,112,3B,No
Jackie Chan <Daijo Remix>,Tiesto,Edm/Pop,2018,E-Flat Minor,128,2A,No
Never Alone,2 Brothers On The 4Th Floor,Dance Pop,1994,A-Flat Minor,128,1A,No
Controlla,Drake,Pop,2016,B-Flat Minor,92,3A,No
Limitless,Elektronomia,Edm/Pop,2017,C Minor,128,5A,No
What Makes You Beautiful,One Direction,Pop,2012,E Major,125,12B,No
Starving,Hailee Steinfeld,Edm/Pop,2016,E Major,100,12B,No
Feels Like Home,Sam Feldt,Tropical,2016,G Major,118,9B,No
Waste My Youth,Galxara,Pop,2019,F Major,141,7B,No
Ten Feet Tall <Borgeous Remix>,Afrojack,Edm,2014,C Major,127,8B,No
La & The Parties,Lost Kings,Dance Pop,2019,B-Flat Major,158,6B,No
Without Me <Illenium Remix>,Halsey,Edm/Pop,2018,F-Sharp Major,136,2B,No
Pumped Up,Klingande,Dance Pop,2017,C Major,123,8B,No
Hope,The Chainsmokers,Edm/Pop,2018,D-Flat Minor,105,12A,No
Send My Love,Adele,Edm/Pop,2016,F-Sharp Minor,164,11A,No
Don'T Stop Believin',Journey,Classic Rock,1981,E Major,119,12B,No
Photograph <Felix Jaehn Remix>,Ed Sheeran,Edm/Pop,2015,E Major,120,12B,No
Turn Up The Music,Adam Hicks,Pop,2011,G Major,184,9B,No
Skyscraper,Demi Lovato,Edm/Pop,2011,G Major,104,9B,No
Sun Is Shining,Axwell & Ingrosso,Dance Pop,2017,D Major,132,10B,No
On & On,Cartoon,Edm/Pop,2015,B Major,174,1B,No
Home,Martin Garrix,Dance/Edm,2019,A-Flat Minor,128,1A,No
This Town,Kygo,Edm/Pop,2017,B-Flat Minor,148,3A,No
True Colors,Xo Cupid,Dance Pop,2018,C Major,105,8B,No
All Comes Back To You,R3Hab,Edm/Pop,2019,E Major,128,12B,No
Rodeo,Lil Nas X,Hip Hop,2019,A Major,140,11B,No
I Need You,Armin Van Buuren,Dance Pop,2017,A-Flat Minor,107,1A,No
Obsessed,Hogland,Edm/Pop,2017,C Major,145,8B,No
Suncity,Khalid,Edm/Pop,2018,G Minor,90,6A,No
Hello,Adele,Edm/Pop,2015,F Minor,158,4A,No
Waste A Moment,Kings Of Leon,Pop,2016,D Major,153,10B,No
Umbrella,Rihanna,Pop,2008,D-Flat Major,174,3B,No
Intoxicated,Martin Solveig,Edm/Pop,2015,C Major,125,8B,No
The Monster,Eminem,Pop,2013,D-Flat Minor,110,12A,No
Magic,Selena Gomez,Pop,2009,B Minor,104,10A,No
Lady,Austin Mahone,Edm/Pop,2016,B-Flat Minor,126,3A,No
Need U,Dvbbs,Dance Pop,2019,B-Flat Major,115,6B,No
Never Be Like You,Flume,Pop,2016,C Major,120,8B,No
Seven Nation Army,The White Stripes,Rock,2003,E Minor,124,9A,No
Glitch,Martin Garrix,Dance Pop,2018,D Minor,128,7A,No
Circles <Original Mix>,Audien,Edm,2013,A Major,128,11B,No
Who'S Got Your Love,Cheat Codes,Dance Pop,2019,B Major,125,1B,No
Don'T Give Up On Me Now,R3Hab,Dance Pop,2019,E Major,115,12B,No
This One'S For You,David Guetta,Edm/Pop,2016,A Minor,110,8A,No
Runaway,Galantis,Edm/Pop,2015,D-Flat Major,126,3B,No
Wanted Dead Or Alive,Bon Jovi,Rock,1986,G Major,149,9B,No
Easy,Camila Cabello,Pop,2019,E Minor,128,9A,No
Look At Us Now <Dzeko Remix>,Lost Kings,Dance/Edm,2017,D-Flat Major,126,3B,No
Reckless,Hardwell,Edm,2019,F-Sharp Minor,128,11A,No
Love Lies,Khalid & Kehlani,Hip Hop/Pop,2018,F-Sharp Major,144,2B,No
Sunshine,Arty,Edm,2019,D Major,126,10B,No
This Is Me,Keala Settle,Hip Hop/Pop,2017,D Major,192,10B,No
Revolution <Vocal Mix>,R3Hab,Edm,2014,G Minor,128,6A,No
Move Me,Mura Masa,Pop,2018,D-Flat Major,105,3B,No
Smoke Filled Room <Severo Remix>,Mako,Tropical,2016,E-Flat Major,141,5B,No
Ghost Town,Adam Lambert,Pop,2015,E Minor,120,9A,No
Slide Away,Miley Cyrus,Pop,2019,F Major,148,7B,No
Body 2 Body,Mk,Dance Pop,2019,C Major,122,8B,No
Right Now,Nick Jonas,Pop,2018,F-Sharp Minor,104,11A,No
Slow Down,Normani,Dance Pop,2018,C Major,124,8B,No
Wannabe,Jonasu,Dance Pop,2019,B-Flat Major,110,6B,No
Our Song,Taylor Swift,Pop,2006,D Major,89,10B,No
Dj Got Us Fallin' In Love,Usher,Pop,2010,G Minor,120,6A,No
Scars To Your Beautiful,Alessia Cara,Pop,2016,C Major,97,8B,No
Semi Charmed Life,Third Eye Blind,Rock,1997,G Major,102,9B,No
Tonight,Moti,Edm,2018,A Minor,128,8A,No
Riding Shotgun,Kygo,Edm/Pop,2017,F-Sharp Minor,102,11A,No
Yummy,Justin Bieber,Dance Pop,2020,A Minor,146,8A,No
Worth It,Fifth Harmony,Edm/Pop,2015,A-Flat Major,100,4B,No
Alive <Hardwell Remix>,Krewella,Edm/Pop,2013,F-Sharp Minor,128,11A,No
Me Myself & I,G-Eazy,Pop,2015,C Minor,112,5A,No
Surviving,Sondr,Tropical,2016,E Major,124,12B,No
Hotel California ,Eagles,Classic Rock,1976,D Major,147,10B,No
Cry For Me,Camila Cabello,Pop,2019,A Minor,118,8A,No
Reload <Vocal Edit>,Sebastian Ingrosso,Edm/Pop,2013,E Minor,128,9A,No
Thanks For The Memories,Fall Out Boy,Rock,2007,B-Flat Minor,155,3A,No
Heroes,Alesso,Dance Pop,2015,F Major,126,7B,No
I Cry,Flo Rida,Pop,2012,E Minor,126,9A,No
Speechless <Moti Remix>,Robin Schulz,Dance Pop,2019,D-Flat Major,128,3B,No
Play That Song,Train,Pop,2016,E-Flat Major,99,5B,No
Hips Don'T Lie,Shakira,Pop,2005,B-Flat Minor,100,3A,No
Where Have You Gone,Lucas & Steve,Edm,2018,F Major,124,7B,No
Everything I Wanted,Billie Eilish,Dance Pop,2019,F-Sharp Minor,120,11A,No
This Is Gospel,Panic At The Disco,Pop,2013,G Major,156,9B,No
Ain'T My Fault <R3Hab Remix>,Zara Larsson,Dance/Edm,2016,A Major,150,11B,No
