spotify_id,title,artist,genre,released_year,key,mode,bpm
6dfXwa0dI1sBm4CIePuOYM,Levels,Avicii,EDM,2011-01-01,1,0,125.991
6dEnpbXyamib2EJnRhTt0G,Suit & Tie,Justin Timberlake,Pop,2013-03-15,11,0,101.985
6DCZcSspjsKoFjzjrWoCdn,God's Plan,Drake,Hip Hop/Pop,2018-06-29,7,1,77.169
6cy3ki60hLwimwIje7tALf,RITMO,The Black Eyed Peas,Dance Pop,2019-10-12,10,0,104.994
6cREm4bV7V79Yxdilx9HDo,Once In A While,Timeflies,Pop,2016-03-18,0,1,105.021
6cPqEHMMAbcZHhH3yRBK7O,God Is A Dancer,Tiesto,Dance Pop,2019-10-25,1,0,119.964
6cpk00i5TxCqSeqNi2HuIe,One More Night,Maroon 5,Pop,2012-01-01,5,0,92.997
6cmB6yRCh5EEUYBzcMBuBo,Paradise <Deniz Koyu Festival Mix>,Nicky Romero,EDM,2018-10-26,7,1,125.99
6cjSh516BbrNUs213jDAGm,Graduation,Benny Blanco & Juice WRLD,Pop,2019-08-30,0,1,154.968
6ce17pZwsMcYNab5IaC5MQ,I'd Love To Change The World - Matstubs Remix,Jetta,EDM/Pop,2015-12-18,4,0,139.941
6cd2WUJwbFgRz9gV8c93fu,Maps <Rumba Whoa Remix>,Maroon 5,EDM/Pop,2014-10-07,1,0,128.046
6CcJMwBtXByIz4zQLzFkKc,I Love You,Billie Eilish,Pop,2019-03-29,0,1,137.446
6c2nLvohQqC63ntHzvWtqL,Into You <3LAU Remix>,Ariana Grande,EDM/Pop,2016-08-19,2,1,126.249
6c0i4gSQ0Ia5VBPRhTH6CG,Never Let You Go,Dash Berlin,EDM,2015-02-23,10,1,128.003
6bxsXIuyIeXKD4wu1O6srQ,Shake That Thing,Sean Paul,Pop,2002-11-12,7,1,177.162
6BwClo5W3VvTzJv8bvZXDD,Something Real,Armin Van Buuren,Dance Pop,2019-07-12,1,1,127.922
6bUNEbXT7HovLW6BgPCBsb,Roses,OutKast,Hip Hop,2003,0,1,108.97
6BtmXhTJMM9sBTHeYYASGz,It's Time,Imagine Dragons,Pop,2012-09-04,2,1,105.009
6bfTktuowT5bIMe87Q5rmp,Never Really Over <Syn Cole Remix>,Katy Perry,EDM/Pop,2019-07-26,1,1,125.956
6BbINUfGabVyiNFJpQXn3x,Wicked,Future,Hip Hop,2016-04-13,11,0,157.97
6B9cqNooxIyPfr3P5EB8LA,Hearts Ain't Gonna Lie <Eden Prince Remix>,Arlissa,Dance Pop,2018-02-09,6,0,117.833
6b8qSMG2W2h4lfUC4dkVOm,No Promises <Bassjackers Remix>,Cheat Codes,EDM/Pop,2017-06-09,10,1,127.406
6b2RcmUt1g9N9mQ3CbjX2Y,How Do You Sleep,Sam Smith,Pop,2019-07-19,1,0,110.567
6B2NRQjtSOtqi67d72r5cx,American Boy <Brooks Remix>,Estelle,Dance Pop,2019-06-14,5,0,128.082
6b1RNvAcJjQH73eZO4BLAB,Post Malone <GATTUSO Remix>,Sam Feldt,Dance Pop,2019-08-29,4,0,127.936
6aoGtdWXBkYQ2O2wnyIz2x,Not Ok,Kygo,Dance Pop,2019-05-23,11,0,105
6ADSaE87h8Y3lccZlBJdXH,With Or Without You ,U2,EDM/Pop,1987-03-03,2,1,110.171
6a2CA3DWbpnd1zMnqMca68,It Could Be <Genix Remix>,Armin Van Buuren,Dance/EDM,2020-01-17,3,0,128.001
69zxj1EFDfAouZu9JDmQld,Secrets,Tiesto,Dance Pop,2015-04-03,11,0,128.004
69yVxyuRahEzs2taFMVVoO,Empire State Of Mind,Jay Z & Alicia Key,Hip Hop,2009-09-08,11,1,173.414
69vToJ9BMbbLlFZo7k7A7B,You Are The Reason,Calum Scott,Pop,2018-03-09,10,1,171.232
69uxyAqqPIsUyTO8txoP2M,Adventure Of A Lifetime,Coldplay,Hip Hop,2015-12-04,7,1,111.995
69ghzc538EQSVon2Gm3wrr,One Less Lonely Girl,Justin Bieber,Pop,2009-01-01,4,1,86.938
689WZ46LgjqQeI6axe2kkG,Crazy,TEEMID,EDM/Pop,2014-11-14,11,0,110.052
67YkHJvLYOR1mKdpQSTsUr,Never Be Alone,The Fat Rat,EDM/Pop,2015-01-29,1,1,132.01
67UemSl8cVyWC9mFKUEhJj,Yours,Lo Lo,EDM/Pop,2018-04-27,2,1,89.99
67T6l4q3zVjC5nZZPXByU8,Whatcha Say,Jason Derulo,Pop,2010-02-24,11,1,144.036
67jtXlxQs82ATZhfdywYJa,Chasing After You,Sam Feldt,Tropical,2017-11-24,3,1,124.974
67FPUOM5Q2sSvS3iqLxSFs,Penny,Dimitri Vangelis & Wyman,Dance Pop,2019-03-29,2,1,129.998
67awxiNHNyjMXhVgsHuIrs,Turn Down For What,DJ Snake,Pop,2013-12-18,1,0,100.014
66TRwr5uJwPt15mfFkzhbi,Crank That,Soulja Boy,Hip Hop,2007-01-01,0,1,140.141
66SfFlsxFNT1NI6PZDN9oy,I Got Eyes,John De Sohn,Dance Pop,2019-09-20,7,1,105.046
66MGk6BwVMx5O1TJqDAX4Y,Dreams,ZHU,Tropical,2017-08-18,1,1,184.018
66hayvUbTotekKU3H4ta1f,Where Are U Now,Jack U & Skrillex & Justin Bieber,EDM/Pop,2015-02-24,4,0,139.432
66BjcDhhwWCcQIBxHMpKXh,Flames,David Guetta,EDM/Pop,2018-09-14,5,0,93.95
668NhiA8niPV6w0K1W5WaE,My Love <Raven & Kreyn Remix>,Breathe Carolina,EDM,2019-01-11,4,0,125.05
65YX6qx31L6SOQlrSMGYeM,Who I Am,Nick Jonas & The Administration,Pop,2010-02-02,4,1,107.256
65hRZOQkVjmBdusz1N7aOv,Save The World,Swedish House Mafia,EDM/Pop,2011-05-13,0,1,126.879
64pTtwiDSYx4Y8ozBc38jo,Wassup,Timmy Trumpet,EDM/Pop,2019-01-11,0,1,123.99
64j3Bd62HTe0pclk8Aq9BE,Open Wide,Calvin Harris,EDM/Pop,2014-10-31,1,1,127.976
64GRDrL1efgXclrhVCeuA0,Lay Me Down,Sam Smith,Hip Hop/Pop,2015-11-06,4,1,125.319
63OshgWbxCtI1WHb5C0Txd,Work <R3hab Remix>,Rihanna,EDM/Pop,2016-03-18,1,0,100.052
63OFKbMaZSDZ4wtesuuq6f,Born To Be Wild,Steppenwolf,Classic Rock,1968,2,1,145.928
63CSozvYUEudPp12679UVF,Don't Worry,Madcon,EDM/Pop,2015-04-10,7,1,122.987
63cd4JkwGgYJrbOizbfmsp,Pure Water,Mustard & Migos,Pop,2019-01-16,0,1,202.006
635mzxhITS1xY3AVSLKgyD,Breathe,Michelle Branch,Pop,2003-06-24,6,1,117.148
630sXRhIcfwr2e4RdNtjKN,Rewrite The Stars,Zac Efron,Pop,2017-11-17,10,1,125.046
62zFEHfAYl5kdHYOivj4BC,International Love,Pitbull,Pop,2011-06-17,0,0,120.045
62vpWI1CHwFy7tMIcSStl8,No Role Modelz,J Cole,EDM/Pop,2014-12-09,10,0,100
62V2Wdw9YsFRXYy3SR4Gtp,Scars To Your Beautiful <NOTD Remix>,Alessia Cara,EDM/Pop,2016-10-21,0,1,101.992
62TBVrY0lJkJLg9ZCWdrUg,Now Or Never <R3hab Remix>,Halsey,EDM/Pop,2017-09-15,9,1,104.961
62N2JSA0jHmSH7Va9t7hIf,Habits <Hippie Sabotage Remix>,Tove Lo,Pop,2014-01-01,4,0,121.011
62bOmKYxYg7dhrC6gH9vFn,Bye Bye Bye,NSYNC,EDM/Pop,2000-03-21,8,0,172.638
61ZM92T2zaXIVsqncThQzC,In Your Eyes,Robin Schulz,EDM/Pop,2020-01-10,8,0,120.019
61sqsOPon94ecMskeEXwev,Better To Lie,Benny Blanco,EDM/Pop,2018-11-30,10,0,155.038
61QSuw5VlC0LTS8WMO356g,All The Way Up,Fat Joe,Rap,2016-03-02,10,0,117.139
61lqNlVRnWYiR9C7BDJw2l,You Give Love A Bad Name,Bon Jovi,Classic Rock,2010-01-01,0,0,122.807
61lDxV5pn2UdumqMpdxCKG,Savannah,Diviners,EDM/Pop,2015-11-25,0,1,108.077
61e03HSUanPGL3M3WSiJgE,Gold,Victoria Justice,Pop,2013-06-18,7,1,91.936
619bJQ9uDi8dnXzLebFI7y,When Love Takes Over,David Guetta,EDM/Pop,2009-04-17,11,1,129.972
60XMmxciP1qewvkcD16qKQ,Deja Vu,Katy Perry,Pop,2017-06-09,9,0,120.063
60TXjTTQ259QPWp05OaUT7,Kingdom,Jewelz & Sparks,EDM,2014-07-14,0,1,127.993
60nZcImufyMA1MKQY3dcCH,Happy,Pharrell Williams,Pop,2014-03-03,5,0,160.019
60jzFy6Nn4M0iD1d94oteF,Rude Boy,Rihanna,Pop,2009-11-20,11,1,173.906
60bUT3XY15CTg8ZRNrSbqO,So High,Ruben,Pop,2019-10-11,11,1,119.779
60a0Rd6pjrkxjPbaKzXjfq,In the End,Linkin Park,Rock,2000-10-24,3,0,105.143
5zZJ9yrJw4bxoPTLoRXfIl,Falling for Ya,Jordan Fisher,Pop,2015-01-01,1,0,170.049
5zRHyQgNPgl2bk393NYd2H,Enjoy The Ride,Illa J,Pop,2018-11-16,0,1,91.038
5ZOLcd8JCxHjrCQDp394IV,Pursuit Of Happiness,Kid Cudi,Hip Hop,2009-01-01,0,1,115.294
5ZFVacinyPxz19eK2vTodL,Miami 2 Ibiza <Swedish House Mafia & Tinie Tempah Mix>,Swedish House Mafia,EDM,2010-05-31,7,0,125.03
5Z3GHaZ6ec9bsiI5BenrbY,Young Dumb & Broke,Khalid,Pop,2017-04-27,1,1,136.949
5yzzy7Hevww3RDntQM5mG1,Do It Again,Steve Aoki,Dance Pop,2019-04-19,9,1,124.002
5YvcUK2eXJ2OllqDuEg18S,Finally,Halsey,Dance Pop,2019-12-06,9,0,133.976
5YtYYDkzPA8b11RbazpYND,Somebody <Modern Machines Remix>,Natalie La Rose,EDM/Pop,2015-05-19,9,0,129.055
5YTMRAT4yKgFrepF8Hi3mY,I Want You Back,NSYNC,Dance Pop,1997-05-26,8,0,112.042
5ysBPkopQGiMIl6zDYGZTn,Options,Pitbull,EDM/Pop,2017-02-17,9,1,69.399
5yPpCPB5D4RLFpCvaK3n0f,Bitch Betta Have My Money,Tyga,Hip Hop,2014-11-22,11,0,97.978
5ypiGNhYY1GUoVB1kVZmc8,Bromance <Avicii Remix>,Tim Berg,Dance Pop,2013-11-22,1,0,126.047
5YncMl3WSmzvwkiIU2K8cl,Symphony <R3hab Remix>,Clean Bandit,EDM/Pop,2017-05-12,0,0,141.925
5YN0zHycJ0Yxz31A5QsVov,These Are The Times,Martin Garrix,EDM/Pop,2019-07-18,4,1,127.033
5YkmS18BehACOhIIeUqe6l,I Miss Myself,NOTD & HRVY,Dance Pop,2019-05-03,0,1,96.048
5YHR8wBR5jXfGtP766NiAT,If It Ain't Love,Jason Derulo,EDM/Pop,2016-04-01,10,0,128.63
5YhAAlelWek228jZzxgEfr,Honestly,Hot Chelle Rae,Pop,2011-11-25,0,1,93.01
5YEOzOojehCqxGQCcQiyR4,Panda,Desiigner,EDM/Pop,2016-06-26,10,0,144.833
5yDL13y5giogKs2fSNf7sj,Glad You Came,The Wanted,Pop,2011-01-01,7,0,126.885
5ybydtBlJJL82AprlvN7Lg,Magnets <A Trak Remix>,Disclosure,EDM/Pop,2015-11-16,10,0,125.019
5y6pj7OeBFF0CVgZKhRbOG,Black Magic,Little Mix,Pop,2015-11-06,4,1,111.987
5XzmZjXhMjDHr7ZfJ6DELQ,FourFiveSeconds,Rihanna,EDM/Pop,2015-01-24,2,1,205.903
5xZD3yLZ31r1z0GcdKfsyr,Footprints,Tiesto,EDM,2014-06-13,1,0,128.034
5xzCzOAOfRi4DOttSzvznR,Lullaby,Sigala,Dance Pop,2018-02-23,5,0,120.026
5XxVNCUCqE3F0jdD5x19mv,I Love It When You Cry <Boehm Remix>,Steve Aoki,Tropical,2015-06-29,2,1,119.993
5xvUgoVED1F4mBu8FL0HaW,Ready or Not,Bridgit Mendler,Pop,2012-01-01,2,1,93.043
5xTtaWoae3wi06K5WfVUUH,Shake It Off,Taylor Swift,Pop,2014-10-27,7,1,160.02
5Xt5iEbljmwJW51LMTQ6Nx,What About Us <Cash Cash Remix>,Pink,EDM/Pop,2017-09-15,8,1,122.801
5XsMz0YfEaHZE0MTb1aujs,Wake Me Up Before You Go-Go,Wham,Pop,1984-10-23,0,1,81.366
5Xn4IyTtW6FUGIUyWjbUHG,Goodbye,Jason Derulo,Hip Hop/Pop,2018-08-24,0,1,103.028
5XmZRv1A4Xxuo4xGCu06TX,Wasted <R3hab Remix>,Tiesto,EDM,2014-06-06,11,0,128.001
5XMkENs3GfeRza8MfVAhjK,Finesse,Bruno Mars,EDM/Pop,2016-11-17,5,0,104.953
5Xl8hwINbHKEYBHIU0WL1i,Unforgettable <Major Lazer Remix>,French Montana,EDM/Pop,2017-06-09,1,0,99.972
5xl5582IihbEZAnfj0xyso,Straight Up,Paula Abdul,Pop,1988-01-01,7,1,95.862
5xFZiW98mwT5S3mh8O9BUt,United We Dance,Vicetone,EDM,2015-03-13,10,1,126
5xEM5hIgJ1jjgcEBfpkt2F,Complicated,Avril Lavigne,Pop,2002-06-04,5,1,77.987
5xD021bM8VbqrhCVhxRozx,Message In A Bottle,The Police,Classic Rock,1979-10-02,1,0,151.006
5xBafmhrJzzMsd1dxErIbJ,Nothing Breaks Like a Heart <Don Diablo Remix>,Mark Ronson,EDM/Pop,2019-01-25,7,0,123.974
5x5JM1BSB6vollcIzDocqT,The Climb,Miley Cyrus,Pop,2009-01-01,4,1,161.01
5WwqdeavrQrbeAMDxGawse,Can't Fight This Feeling,REO Speedwagon,Classic Rock,1984-11-05,9,1,156.344
5WWOmIdScv25SOKm8yknqh,Let's Make This Last 4Ever,Mitchel Musso,Pop,2009-01-01,11,0,75.008
5WvAo7DNuPRmk4APhdPzi8,No Brainer,DJ Khaled,Dance Pop,2018-07-27,0,1,135.702
5WtfUKzXircvW8l5aaVZWT,What A Time,Julia Michaels,Pop,2019-01-24,0,1,132.854
5WtbtCmPbr8a9TkFSCx7nF,Not Over Yet <Perfecto Edit>,Grace,Dance Pop,2007-01-30,6,0,130.532
5WOLZP8KrXiupBjG1SSN5U,Love Me Now <Dave Aude Remix>,John Legend,EDM/Pop,2016-12-01,8,1,124.973
5wLsOFWBXXyoAgX7qQ6wbo,Sex,Cheat Codes,Tropical,2016-02-19,0,1,102.42
5wldXGLEOoRXxMWJ8rIUWE,Lean On,Major Lazer,EDM/Pop,2015-06-01,7,0,98.007
5WHTFyqSii0lmT9R21abT8,Don't Call Me Up,Mabel,Pop,2019-01-18,9,1,98.994
5we20HGQuDFTnpmOtawm96,Ride,Madison Mars,EDM,2019-02-15,8,1,120.05
5vTPxzm4h2bY9rYyVrGEU5,Really Don't Care,Demi Lovato,Pop,2013-01-01,7,1,121.017
5vQIaNoKsT4xkG1j2KFBFs,Gold Skies,Sander Van Doorn,Dance/EDM,2014-07-01,9,0,128.001
5VMka8joGxOn1R8NJkf3Cl,Keep Up,Akon,Pop,2013-12-17,6,0,173.968
5vlEg2fT4cFWAqU5QptIpQ,Replay,Iyaz,Pop,2009-08-11,9,1,91.031
5VkHTogGhpdkLv0bOtlVjt,Voice of Chunk,The Lounge Lizards,Pop,1988,9,0,136.241
5VGlqQANWDKJFl0MBG3sg2,Use Somebody,Kings of Leon,Pop,2008-09-23,0,1,137.028
5uZlU3v9fq5ILATfqHvVwK,Try Again,Campsite Dream,Tropical,2016-06-24,4,1,93.007
5UoMSGagNyn3igQjs8JIcn,Scars To Your Beautiful <Luca Schreiner Remix>,Alessia Cara,EDM/Pop,2016-10-21,9,0,118.03
5Uo7AAr2d1CNZlaKgVUT3i,All Night <Cash Cash Edit>,Icona Pop,EDM,2013-10-08,4,1,128.073
5unmsMTn84dE2kb3kz4wfe,Around The World,A Touch Of Class,Dance Pop,2000-11-24,9,0,131.985
5uMuhoTn8OvnqX3Tf9sbE8,Torn,Campsite Dream,Tropical,2017-10-13,3,1,95.873
5UJshy5HDHdNEVqlJwzsQB,Versace On The Floor,Bruno Mars,EDM/Pop,2017-06-27,2,1,100.012
5Ufch415w7XCoPmdguSeDS,If You're Over Me <Sebastian Perez Remix>,Years & Years,EDM/Pop,2018-06-29,3,1,125.102
5uCax9HTNlzGybIStD3vDh,Say You Won't Let Go,James Arthur,Pop,2016-10-28,10,1,85.043
5tVA6TkbaAH9QMITTQRrNv,Free Fallin',Tom Petty,Classic Rock,1989-01-01,5,1,84.383
5tqDJzxqgbYKBiGlHDvun5,Brighter,Two Friends,EDM/Pop,2014-02-04,10,1,127.968
5Tl0HJvynZtKdSUMKbFVVX,Hard Knock Life ,JAY Z,Rap,1998-11-29,10,0,76.993
5tjpOTsbVVbqWRQuymGnuy,Beach House <Ashworth Remix>,The Chainsmokers,EDM,2018-12-08,0,1,112.032
5TI17jAZKsveeYm36bxqK5,Go Hard,Quintino,EDM,2014-06-09,1,1,128.007
5tf1VVWniHgryyumXyJM7w,Sugar,Robin Schulz,EDM/Pop,2015-09-25,5,0,123.063
5TbzAWWc5eJaANpA9kfGCd,Love Me Again,John Newman,EDM/Pop,2013-01-01,2,0,126.03
5tAa8Uaqr4VvA3693mbIhU,Ruin My Life,Zara Larsson,Dance Pop,2018-10-18,11,1,124.896
5T7ZFtCcOgkpjxcuaeZbw0,Best Song Ever,One Direction,Pop,2013-11-25,1,1,118.491
5sWevAyvYSRzGpIsdsRvJi,All We Know <Oliver Heldens Remix>,The Chainsmokers,Tropical,2016-12-16,0,1,124.009
5SwEgzUFDHwpWHKrbnP32Z,Youth,Shawn Mendes,Pop,2018-05-25,6,0,100.28
5sT3app9Wcu4FAGnNs9oZR,Sweetener,Ariana Grande,Pop,2018-08-17,4,1,119.91
5Sr8QyyeNzeYHZ9yQ9Y9ZV,More Than A Feeling,Boston,Classic Rock,1976,7,1,108.847
5sOch9Cf4uxcMtwFzMtNqQ,Delicate,Taylor Swift,EDM/Pop,2017-11-08,9,0,95.045
5sMIFZaagXcwKiSfl95zIW,Carry On Wayward Son,Kansas,Classic Rock,2009-10-27,0,1,126.737
5SkdlJ2J6jc5M0tYlcG4vf,This Is What You Came For <R3hab & Henry Fong Remix>,Calvin Harris,EDM,2016-08-02,9,0,128.017
5sIx4BlfYGuZeSLF40N9GH,Remind Me to Forget,Kygo,Tropical,2018-03-16,0,1,99.063
5SHhPFh68OhUmuRPymKX9d,Undrunk,Fletcher,EDM/Pop,2019-01-25,5,1,92.859
5ScMaEiUXf9BATTbDKNFq8,Where Are U Now <Marshmello Remix>,Jack U & Skrillex & Justin Bieber,EDM/Pop,2015-06-16,8,1,141.919
5Sc7mfH7bm7w9SkZXgQhq5,Missed Call,Hogland,Tropical,2018-06-29,5,1,102.097
5SAUIWdZ04OxYfJFDchC7S,Smoke On The Water,Deep Purple,Classic Rock,1972-03-25,0,1,114.243
5s5t0OFg9lIlBFaCI14K1i,She Will Be Loved,Maroon 5,Pop,2002-06-25,0,0,203.867
5rwdhliMmo0aAQ08vU0AOZ,Maps,Maroon 5,Pop,2015-05-18,1,0,120.032
5rUJMReNdG8ppsTdBusoBO,Lay It All on Me <Robin Schulz Remix>,Rudimental,EDM/Pop,2015-11-20,6,1,121.994
5RIVoVdkDLEygELLCniZFr,Watch Me Whip,Silento,Hip Hop,2015-05-04,8,1,140.01
5rDsAMjmB4Qa5WNciJPsfK,Tubthumping,Chumbawamba,Dance Pop,2008-04-28,2,1,207.687
5R9a4t5t5O0IsznsrKPVro,Single Ladies,Beyonce,Pop,2008-11-14,1,1,193.437
5r5fT6jiJ967oxQ0qne9Hs,We Own the Night,Tiesto,EDM,2012-06-11,7,1,130.012
5qsKdwDWbhNTygUO4mGpix,We Won't Be Alone,Feint,EDM/Pop,2015-09-18,11,0,174.751
5Qnk8vP5g9l5SDQKU3qyYQ,Leave,Borgeous,Dance Pop,2019-01-25,11,0,115.946
5ql2mP9FUhB3SgMzv2akuO,Heaven,Dzeko,Dance Pop,2019-01-04,0,0,127.994
5QkVPG2Hf3MmAarireF6lh,Who Do You Love <R3HAB Remix>,The Chainsmokers,EDM/Pop,2019-03-22,8,1,142.012
5qIzTkMpgEFfvkDdr9zJzg,Stay <Nicky Romero Remix>,David Guetta,EDM,2019-06-14,9,1,124.986
5qGm4fh5w7VLeAry2SSHqG,Nothing Can Hold Us Down <Dr Phunk Extended Remix>,Hardwell,EDM,2017-01-27,5,0,150.041
5qEK1dvlPMpOYZTBFPGGPV,Scared To Be Lonely <Conro Remix>,Martin Garrix,EDM/Pop,2017-03-24,1,0,154.901
5q9WdxTGGk7lXNJap6udJ0,Souls <Thomas Gold Remix>,Borgeous,EDM/Pop,2015-12-16,11,1,127.959
5PYQUBXc7NYeI1obMKSJK0,Never Really Over,Katy Perry,Dance Pop,2019-05-31,8,1,99.991
5PUvinSo4MNqW7vmomGRS7,Blurred Lines,Robin Thicke,EDM/Pop,2013-01-01,7,1,119.986
5puKxbSkahwtI2XJR1xZgr,Gonna Be Alright <Tom Ferry Remix>,Tritonal,EDM,2018-12-21,9,0,121.99
5PUawWFG1oIS2NwEcyHaCr,Uma Thurman,Fall Out Boy,Pop,2015-01-20,4,0,149.962
5prhnDp2J8AYdZd53LFqpP,Seek Bromance <Avicii Vocal Edit>,Tim Berg,EDM,2011-03-11,1,0,125.968
5pOCxpmhVPYmJqny2LWsDT,Scared To Be Lonely <DubVision Remix>,Martin Garrix,EDM/Pop,2017-03-17,1,0,127.067
5p7ujcrUXASCNwRaWNHR1C,Without Me,Halsey,Pop,2018-10-04,6,1,136.041
5p1ex0pXv6jSPJ6QbumQpD,Piece Of Your Heart,MEDUZA,Pop,2019-02-01,10,0,124.08
5OJJF2HA089n5T0ugmXCrk,Shy Guy,Campsite Dream,Dance Pop,2019-04-12,8,0,96.181
5oiCAaTXWuvRRKJwOfHev1,Working For It <Nomero Remix>,ZHU,Pop,2016-02-12,6,1,99.987
5Ohxk2dO5COHF1krpoPigN,Sign Of The Times,Harry Styles,Hip Hop/Pop,2017-05-12,5,1,119.972
5oBzet0pFpm9tEz5pUmdK1,Chandelier,BoB,Pop,2012-04-27,1,0,113.473
5nVVMpZuTAzFyyNtBnD2Vd,Phone Down <Evan Berg Remix>,Lost Kings,Pop,2016-11-18,0,1,154.861
5nUJym1qItTzwWx2zfSxUb,Follow Me,Hardwell,EDM/Pop,2015-01-20,6,1,127.968
5NTDpRBKYzdsq2m77oNKyY,Alive,R3HAB,EDM/Pop,2019-08-02,11,0,137.989
5NQbUaeTEOGdD6hHcre0dZ,679,Fetty Wap,Hip Hop,2015-06-29,7,1,190.05
5npMYgysWSKOIVXj2szeLn,Vogue,Madonna,Dance Pop,1990-03-22,10,0,116.211
5NmENli4oodYuWrI0vSGK4,Why We Lose,Cartoon,EDM/Pop,2015-06-11,4,0,174.986
5nk6b8nlvEZIZETghQf8MQ,All My Friends,Tommy Trash,EDM,2011-09-25,10,1,128.059
5NHn7UwIgpLQls7LhwF955,House Of Cards,KSHMR,EDM/Pop,2018-02-16,9,0,109.999
5NetSTs4dgiR6GLrZOQcwJ,Can't Stop Dancin',Becky G,EDM/Pop,2014-11-04,0,0,100.052
5nCthAh3jt4xKuLJAifAaR,Harleys In Hawaii,Katy Perry,Pop,2019-10-16,10,0,140.094
5naYe7rLMZcLfO1DKg48MK,All Day And Night,Jax Jones,Dance Pop,2019-07-12,1,0,121.924
5N5k9nd479b1xpDZ4usjrg,Promises,Calvin Harris & Sam Smith,Dance Pop,2018-08-17,11,1,123.07
5N4erncE7kuUccm7zEmwzk,Electricity,Silk City & Dua Lipa,Dance Pop,2018-09-06,0,1,118.159
5N1o6d8zGcSZSeMFkOUQOk,Hot Girl Summer,Megan Thee Stallion,Hip Hop,2019-08-09,0,1,98.985
5mYe838nbuBbPMIcrTNb5X,I Wanna Know <Syn Cole Remix>,NOTD & Bea Miller,EDM/Pop,2018-04-27,6,1,126.056
5MxNLUsfh7uzROypsoO5qe,Dream On,Aerosmith,Classic Rock,1973-01-05,1,1,160.9
5MvsfUN0H79C24t3fPepeL,Love Is Not Enough,GATTUSO,Dance Pop,2019-12-19,8,1,127.95
5MvLsT03RBp67RLoeISCdl,Do You Mean,The Chainsmokers,Dance Pop,2019-04-26,11,1,99.989
5mQNY6pTeSDl2doFB7uLbE,Kids,One Republic,Pop,2016-12-02,2,1,99.98
5MgBUUjbkQ27Kd9CbeZFLo,Roses <Zaxx Remix>,The Chainsmokers,EDM/Pop,2016-01-01,1,0,128.121
5mAxA6Q1SIym6dPNiFLUyd,All Night,Steve Aoki,Hip Hop/Pop,2017-11-17,6,0,89.992
5masKPHeAOVNgxdLebIcK7,Stole The Show,Kygo,Dance Pop,2016-05-13,8,0,100.034
5M9jOReAKGZ2AttVefFjTY,Don't Look Down,Martin Garrix,Dance/EDM,2015-03-17,0,1,127.991
5m5TRf7ggoguXtcXQGprN4,Written in the Stars,Tinie Tempah,EDM/Pop,2010-09-03,7,1,91.881
5lz0NiPw32Gq4kMIUJvuw2,Take On the World,Rowan Blanchard,Pop,2014-01-01,5,1,115.967
5LskeIhrR7YqlbrPWZJRLe,Crazy <The Stop Remix>,Britney Spears,Dance Pop,2014-07-29,8,1,101.078
5ln5yQdUywVbf8HhFsOcd6,Walls Could Talk,Halsey,EDM/Pop,2017-06-02,1,1,95.162
5llPdGZJjJFJv9aL6ZaiLY,Never Letting Go,Audien,Dance Pop,2018-11-09,1,1,127.978
5lAMOiZhF8pq4wO3uHREaY,Somebody I'm Not,Davai,Dance Pop,2019-06-28,1,0,101.962
5l6NORdsKfgnrS9r2GLtTC,Way Too High,Mike Perry,EDM,2019-02-15,2,1,100.031
5l3CML2OnzfNs5RfVgbcLt,Talk Dirty,Jason Derulo,EDM/Pop,2013-09-10,6,1,100.315
5L2l7mI8J1USMzhsmdjat9,Red Lights,Tiesto,Dance Pop,2014-06-13,10,1,124.989
5kqIPrATaCc2LqxVWzQGbk,7 Years,Lukas Graham,Pop,2016-04-01,10,1,119.992
5Klo65Y9uouLjNVDV3pqh7,Go West,Pet Shop Boys,Dance Pop,2003,7,1,120.72
5kgqTe1BM720OjU78TGYDw,Tell Me You Love Me,Galantis,Tropical,2017-09-15,5,1,122.066
5kApwSRDqF5CKclVLw1FBM,Dead,Madison Beer,Pop,2017-05-19,2,0,103.072
5ka2ajep9OAvU5Sgduhiex,Applause,Lady Gaga,Pop,2013-11-11,7,0,139.945
5K3NDUPkLe46b5DRMt2RNJ,There For You <Madison Mars Remix>,Martin Garrix,Dance/EDM,2017-08-18,6,0,126.045
5jzX4dWVQeBTtfBaXnMRt5,Don't Trust Me,3OH!3,Pop,2008-07-07,5,0,130.012
5jyUBKpmaH670zrXrE0wmO,Reload,Sebastian Ingrosso,EDM,2013-01-01,9,0,128.045
5jsw9uXEGuKyJzs0boZ1bT,Stitches,Shawn Mendes,EDM/Pop,2015-04-14,1,1,149.882
5jrdCoLpJSvHHorevXBATy,Dark Horse,Katy Perry,Pop,2013-01-01,6,1,131.931
5jR3S5U8KlA2zpEL3JEHeI,Immortal,DVBBS,EDM,2014-04-21,2,1,194.997
5jOvmh1DYmaiBPETL6HCRY,Waiting for Tonight,Jennifer Lopez,Dance Pop,2012-07-20,10,0,125.014
5JKU2tXiG3yvJtefNwe7ZQ,Touch,3LAU,EDM,2018-02-16,11,0,110.051
5JEx7HbmvHQQswJCsoo9rA,Close To Me,Ellie Goulding,EDM/Pop,2018-10-24,1,0,144.111
5jE48hhRu8E6zBDPRSkEq7,All About That Bass,Meghan Trainor,Pop,2015-01-09,9,1,134.052
5j4mKTvOu0cr4cooq57sm3,Where I Wanna Be,ARIZONA,Pop,2017-05-19,3,1,116.989
