spotify_id,title,artist,genre,released_year,key,mode,bpm
70cTMpcgWMcR18t9MRJFjB,I Gotta Feeling,The Black Eyed Peas,EDM/Pop,2009-01-01,0,1,127.96
6ZvLKwgPKlyZtDPkTWjPI7,This Groove,Oliver Heldens,EDM,2019-01-25,1,1,124.025
6zoG4qagYh0UGIYwWOpE1z,Honey I'm Good,Andy Grammer,Pop,2015-10-09,9,1,122.026
6ZM4JtlEM2xraDsOKT0olZ,Waiting For Love <Carnage & Headhunterz Remix>,Avicii,Dance/EDM,2015-07-10,6,0,127.977
6zM4fg3BvLOJNlQMsiDQEU,Somebody,Escape With Romeo,EDM/Pop,1989-06-02,7,1,117.76
6zeeWid2sgw4lap2jV61PZ,Better,Khalid,EDM/Pop,2018-10-18,0,0,97.949
6ZdUGXn6KUWYCMZNA8NhYJ,Are You With Me,Lost Frequencies,EDM/Pop,2016-10-21,5,0,121.03
6zdFOrqnrLzd8r99ZnMJSC,Mamma Mia,Tokyo Tav,Dance Pop,2019-11-29,9,0,124.753
6ZbiaHwI9x7CIxYGOEmXxd,Beast,Tungevaag,Pop,2016-09-09,11,1,160.014
6ZANrVuAMp2rpjhfbOuJly,Same Old Love,Selena Gomez,Pop,2015-10-09,11,0,98.02
6Z8R6UsFuGXGtiIxiD8ISb,Safe And Sound,Capital Cities,Pop,2013,0,1,117.956
6YZpyZ4gmK4VQWvN6230A2,Will I Ever,Alice DJ,Dance Pop,2000,2,1,137.048
6YXG34IWbilypPwjBTOrUC,Can I Have This Dance,High School Musical Cast,Pop,2008-01-01,0,1,136.069
6YwLgicpvVuMt1eE2OldwQ,Five More Hours,Deorro & Chris Brown,EDM/Pop,2015-03-03,5,0,127.961
6YUTL4dYpB9xZO5qExPf05,Summer,Calvin Harris,EDM/Pop,2014-10-31,4,0,127.949
6yrOS1fhNjS9QjhoixoLTl,Keep Up,Felix Cartal,EDM/Pop,2016-08-12,4,0,117.923
6YoYLN155MLavQcl3bHmvY,The Boys Are Back,High School Musical Cast,Pop,2008-01-01,1,1,114.992
6yokMuYTj4wBwOES009sz1,No Place,Rude Lies,Dance/EDM,2019-03-29,11,0,125.941
6yIdwnpDHufLWgQcveTPMk,I Don't Wanna Live Forever,ZAYN,Pop,2016-12-09,0,1,117.973
6y1UtRcHQU07aUs3oxZ8Yn,Sorry,Joel Corry,Dance Pop,2019-04-05,8,0,125.002
6xUy203RnyyOfbqf96Nven,Selfish,Dimitri Vegas & Like Mike,Dance Pop,2019-02-15,7,0,92.933
6XqvFyJGdUD5IWee02ARKU,Polaroid,Jonas Blue,Dance Pop,2018-11-09,7,0,114.043
6XOYVSmNDjKUNMXooU4s4z,No Vacancy,One Republic,EDM/Pop,2017-04-28,5,1,99.986
6xNSaBtoPKlPhXsNT7ZwLd,The Nights <Felix Jaehn Remix>,Avicii,EDM/Pop,2014-01-01,6,1,123.054
6xmCl1MwMH2CSJtQy9p4xa,We Found Love <Zack Martino & Kastra Remix>,Sultan & Shepard,Dance/EDM,2019-09-06,6,0,125.983
6XeMrBUyR2aNGI93l9Z27u,Somebody Out There,Lost Kings,Dance Pop,2019-10-18,1,1,101.997
6xbraxG0bSBOuAr5IUXmtM,iSpy,KYLE,Hip Hop/Pop,2018-05-18,0,1,149.949
6wRmGNg0GbroG27dV3Z4q9,Honey I'm Good <Club Mix>,Andy Grammer,EDM/Pop,2015-08-21,9,1,123.048
6WrI0LAC5M1Rw2MnX2ZvEg,Don't Start Now,Dua Lipa,Pop,2019-10-31,11,0,123.941
6wKJjrWWP4qpzYbE8oQkc4,All Star <Breathe Carolina Remix>,Smash Mouth,Dance Pop,2019-08-23,3,0,115.018
6WkJ2OK163XXS2oARUC9JM,Dancin' <Krono Remix>,Aaron Smith,Pop,2014-11-07,10,0,119.896
6WK7h2WfMmnX7zOZnfzoYo,I Like It <Dillon Francis Remix>,Cardi B,EDM/Pop,2018-06-22,5,0,150.163
6wJwkMo278iWVlWl1XQ4WA,The Heart Wants What It Wants,Selena Gomez,Pop,2014-01-01,7,0,83.066
6Wiyd7AsRdXvXGrxNkbqQ1,Stupid In Love,Rihanna,Pop,2009-11-20,0,0,127.452
6WhzFzROw3aq3rPWjgYlxr,Gold,Kiiara,EDM/Pop,2015-10-26,8,1,113.049
6wfjoWlHmqcMIVOCWZsO2P,Runaway,Armin Van Buuren,EDM,2019-10-25,11,0,125.015
6VrLYoQKdhu1Jruei06t65,Somebody To You,The Vamps,Pop,2014-01-01,3,1,171.957
6VrAgFXBbRX2PkT92lAoKK,Can't Help Falling in Love,Christian Leave,Pop,2016-07-01,0,1,126.372
6VpQdig9pdpTSIFItgkJV5,Never Be the Same,Camila Cabello,Hip Hop/Pop,2017-12-17,0,1,129.961
6VP3410weACXiPCVLKSkOb,Not Ok <Frank Walker Remix>,Kygo,Dance/EDM,2019-07-05,2,1,121.927
6vjWim6xU6tPjA42GxSp1U,Something About You <ODESZA Remix>,Hayden James,Tropical,2015-08-21,11,0,105
6Vjk8MNXpQpi0F4BefdTyq,Kashmir,Led Zeppelin,Classic Rock,1975-02-24,2,1,80.576
6VhUSZi0GZQ3k1k6NsL021,Summer Air <DubVision Remix>,Hardwell,EDM,2019-09-20,4,1,126.026
6VcKAd94eVxNyudlWN91GH,Time of Our Lives,Olivia Holt,Pop,2014-01-01,2,1,200.044
6Vc5wAMmXdKIAM7WUoEb7N,Say Something,A Great Big World,Pop,2014-01-17,2,1,141.284
6vc2Jq2vaGu8z326kSrw92,Your Love Is My Drug,Kesha,Pop,2010-01-01,1,1,120.057
6vBdBCoOhKHiYDDOcorfNo,Goodbyes,Post Malone,Pop,2019-07-05,5,1,150.231
6v9sCNj1KY3wblGJAohxX2,Blue Sky,CAZZETTE,Tropical,2016-06-03,7,0,122.953
6V9fHiv84WlVTg7CSnIVY2,Graveyard,Halsey,Pop,2019-09-13,11,0,92.043
6UYLBu0R2EIMPdGlT7bv28,Heroes <Jai Wolf Remix>,Alesso,EDM/Pop,2014-12-08,9,0,140.044
6UW9S0skvWZ9PUvLti7aZP,Somebody Else,Zonoma,EDM/Pop,2017-01-13,0,0,106.964
6uqpHCbXPceYgS4KdzaOdU,We Classic Rock,Camp Classic Rock,Pop,2008-01-01,8,0,143.887
6uPnJMpmcYw9f8oyQZP4XD,Cool It Now,New Edition,Classic Rock,2005-01-01,10,0,116.438
6ULQ6ZRc7JuVutRMy6gfgc,Feel Good,Felix Jaehn,Dance Pop,2018-02-16,4,1,125.948
6UjZ2Yx2g2a52XxiA8ONxZ,Outnumbered,Dermot Kennedy,Pop,2019-06-13,0,1,156.85
6UiDiFJUGEDzkGpZBL8IYq,I Feel The Love,Tritonal,Dance Pop,2016-09-09,0,1,125.034
6Uht61EmIs80U7aNc7yzjh,I Know,Pierce Fulton,Dance Pop,2019-05-03,8,1,128
6UEJtAnGHnK5tVhoPHD6tU,Enjoy The Ride,Krewella,EDM,2013-09-20,1,1,127.993
6UcTHiP25meOD9ox8Rspgx,Sing Me to Sleep,Alan Walker,EDM/Pop,2016-06-03,4,0,176.112
6u8epWzzk3CsJ05sqExF6T,I Could Get Used To This,Becky Hill,Dance Pop,2019-03-29,7,1,117.129
6TwfdLbaxTKzQi3AgsZNzx,Daylight,Maroon 5,Pop,2012-01-01,2,1,120.007
6tsOcBnaKgzK22yEiqRh8P,Monopoly,Ariana Grande,EDM/Pop,2019-04-01,0,1,143.96
6tinFGP1QJuRbyeCekZcLZ,Another Life,Afrojack,EDM/Pop,2017-04-28,7,0,144.815
6Thw69oeS0M2N553QGRv8g,The Night,Hogland,EDM/Pop,2015-09-14,6,1,102.033
6TgLQJ87xq6adrAU6HzaTW,Giant <Robin Schulz Remix>,Calvin Harris,EDM,2019-02-15,1,0,126.06
6TaqooOXAEcijL6G1AWS2K,All My Friends,Snakehips,Dance Pop,2015-10-21,0,1,95.055
6t6oULCRS6hnI7rm0h5gwl,Some Nights,Fun,Pop,2012-02-21,0,1,107.938
6T689Jvh5KrSXyaPtUWZtQ,Criminal,Britney Spears,Pop,2011-03-25,7,1,107.987
6T27IN7Ai94BeDv6PPCmoC,Turn Me On,David Guetta,Pop,2012-12-07,8,1,127.96
6stXqwqZiO3JUYe6Sb1oPp,Coming Home,Too Many Left Hands,Dance Pop,2019-11-22,5,0,116.019
6str6hBCPSjfhSIS4qscDJ,Better,Meghan Trainor,EDM/Pop,2016-05-13,9,0,79.837
6St9lR6dhV2tpCNVz7qfrS,In My Head,Jason Derulo,Pop,2010-02-26,0,0,110.009
6SRWhUJcD2YKahCwHavz3X,Darkside,Alan Walker,Dance Pop,2018-12-14,4,0,169.988
6SqX9J8tXk7rXaspk7GWX1,I Feel So Bad,Kungs,EDM/Pop,2016-11-04,9,0,122.999
6SpLc7EXZIPpy0sVko0aoU,Misery Business,Paramore,Pop,2007-06-11,1,1,172.977
6sonAwZ8ruHZVzdAwDYsfk,Never Let You Go,Kygo,Tropical,2017-11-03,10,1,123.025
6SLTPbDxDYR0uSMTT7gSb7,I'm In Control,Aluna George,Pop,2016-09-16,11,0,104.001
6Skaff5sYdMaqq7p3Cx2Zm,Rattle,Bingo Players,EDM/Pop,2011,7,1,127.991
6sDQ4uiWw9OdVrCXFLSlZt,Rap God,Eminem,Rap,2013-11-05,7,1,148.138
6sDP4912wjwB7BJhbSnjS1,SOS,Jonas Brothers,Pop,2007-01-01,7,1,137.087
6s5smacBOoWoI08Vi6EX5T,Breathe,Seeb,Tropical,2016-03-11,7,0,119.947
6s3GEN8wK0OMzzzZbXj0fu,Hymn for the Weekend <Seeb Remix>,Coldplay,EDM/Pop,2016-03-25,0,0,102.034
6RyaV7owmVU6fzEPE17sF1,Que Tire Pa Lante,Daddy Yankee,Pop,2019-10-18,7,1,93.979
6RUKPb4LETWmmr3iAEQktW,Something Just Like This,The Chainsmokers,Dance Pop,2017-04-07,11,0,103.019
6RtPijgfPKROxEzTHNRiDp,Rude,Magic,Pop,2014-06-25,1,1,144.032
6rrTr2HEAzlpC4KWZxF3S1,Woman Like Me,Little Mix,EDM/Pop,2018-10-12,5,0,150.036
6RRNNciQGZEXnqk8SQ9yv5,You Need To Calm Down,Taylor Swift,Pop,2019-08-23,2,1,85.026
6roEbeXiBuGiZsGEGwmQmr,Waves <Robin Schulz Remix>,Mr. Probz,EDM/Pop,2014-11-13,1,1,119.99
6RnkFd8Fqqgk1Uni8RgqCQ,Like I Do,David Guetta,Dance Pop,2018-02-22,0,0,127.978
6rMwYjoFvxKiaEH4If8ZpZ,How Deep Is Your Love <Calvin Harris & R3hab Remix>,Calvin Harris,EDM,2015-08-07,11,0,127.978
6rmtT7Y8cH7NpvovoPiV6k,Rude <Zedd Remix>,Magic,EDM/Pop,2014-09-02,1,1,130.009
6RjW45KHJ6kgI2xQ1aFa52,Acapella,Karmin,Pop,2014-03-21,2,1,169.865
6RjKVXi31fui9m4dbiGRrL,I Knew You Were Trouble,Taylor Swift,Pop,2012-10-22,6,1,76.76
6rje9f1wRFJDO2iTORw0lH,I Know,Big Sean,Hip Hop,2015-02-24,1,1,119.976
6RC5tEJEye1m0ilNfzjf3K,Gotta Find You,Joe Jonas,Pop,2008-01-01,11,1,82.006
6R1GlQpaj56FmXF0VgdLxs,I Love It <Tiesto Club Life Remix>,Icona Pop,EDM,2013-06-11,8,0,128.159
6qVXkG01rBYGfxIndGOQ3z,Shot Me Down,David Guetta,Dance/EDM,2014-11-21,5,0,192.118
6qUSs4FDzZUdAhY6JDIJfa,Who's That Chick,David Guetta,Pop,2010-11-22,11,0,127.938
6qTvF9L5uVSx4F1C5gTLjx,Five Minutes To Midnight,Boys Like Girls,Pop,2006-08-22,2,1,163.966
6Qs4SXO9dwPj5GKvVOv8Ki,Dancing With A Stranger,Sam Smith,Dance Pop,2019-01-11,8,1,102.998
6QPKYGnAW9QozVz2dSWqRg,Someone Like You,Adele,Pop,2011-01-19,9,1,135.047
6QicTxeiSaRkPnkGDUvYOs,Pretty Girls,Britney Spears,Pop,2015-05-04,7,0,103.009
6QcrReLyoun4xrPVsZ5OJE,Lie,Shallou,Dance Pop,2018-01-25,2,0,107.992
6q1qACcezH6eH77Xljh5QV,I Need A Dollar,Aloe Blacc,EDM/Pop,2010-09-28,6,0,95.498
6Pw3Gvw4wNMZfTYZa6IQal,The Way I Are,Bebe Rexha,Hip Hop/Pop,2017-05-18,2,1,186.169
6PUzxtIHkv346yP89NzP9X,Kernkraft 400,Zombie Nation,Dance Pop,2006-03-07,8,0,140.064
6PUIzlqotEmPuBfjbwYWOB,Summertime Sadness <Cedric Gervais Remix>,Lana Del Rey,Hip Hop/Pop,2013-02-01,1,0,126.052
6PTgK9WsthhdyYB1gynwZw,Samurai <Tiesto Remix>,R3HAB,EDM,2014-07-21,7,1,128.015
6PsThaFJEeaKMokhSPINnY,Go To Sleep <Wahlstedt Remix>,John De Sohn,Dance/EDM,2018-06-15,7,1,125.968
6pooRNiLyYpxZeIA5kJ5EX,Good Things Fall Apart,Illenium & Jon Bellion,Dance Pop,2019-05-13,2,1,144.033
6PkzXU8dlwtfrwyTlUyVnv,Show Me Love <EDX Remix>,Sam Feldt,EDM/Pop,2015-06-14,0,1,121.022
6pGZOkEi79wdJ7x2dPBy4w,Goodnight Goodnight,Maroon 5,EDM/Pop,2007-01-01,2,1,94.988
6PFyGdWw0qnstR8KJAWrrr,Afterlife,Hailee Steinfeld,Pop,2019-09-19,1,0,122.063
6p5abLu89ZSSpRQnbK9Wqs,Post to Be,Omarion,Pop,2014-11-11,10,0,97.448
6p2l8mki7sBTvF89R3tcBj,We Could Be Beautiful,Wrabel,EDM/Pop,2017-05-12,5,0,107.005
6OZh916QF8XNunWaP97WEZ,Fast Car,Jonas Blue,EDM/Pop,2015-12-04,9,1,113.901
6otiaV2fagE3s8IvP6WkwG,I'm Just a Kid,Simple Plan,Pop,2018-04-06,1,1,110.065
6OtCIsQZ64Vs1EbzztvAv4,Good Life,One Republic,Pop,2009-01-01,6,1,94.988
6osaMSJh9NguagEDQcZaKx,Loco Contigo,DJ Snake,Pop,2019-07-25,11,1,192.091
6ORqU0bHbVCRjXm9AjyHyZ,Good Riddance <Time of Your Life>,Green Day,Pop,1997-10-14,7,1,94.605
6oJ6le65B3SEqPwMRNXWjY,Higher Love,Kygo,Dance Pop,2019-06-28,8,1,103.952
6ocbgoVGwYJhOv1GgI9NsF,7 Rings,Ariana Grande,Pop,2019-02-08,1,0,140.048
6nxQdXa1uAL0rY72wPZu89,Love Me Now,John Legend,Pop,2016-12-02,8,1,123.889
6Nt8JXqD73iPp1tJLJduaQ,One Thing,San Holo,EDM/Pop,2017-11-17,1,0,151.756
6nsLzJfvp5OLd4mgqUJkpq,Waiting For Love,Avicii,Dance Pop,2015-10-02,6,0,128.081
6NPK12AruoBw2PPBQuku95,Successful,Ariana Grande,Pop,2018-08-17,0,0,114.045
6NncjnSD7JLEetWb9KqMRY,I Wanna Love You,Akon,Hip Hop/Pop,2006,0,1,99.989
6nmz4imkDcmtwMjocAzFSx,Hotline Bling,Drake,EDM/Pop,2015-07-31,2,1,134.962
6nlXWOyoCPLXXWaklOyQcb,Issues <Alan Walker Remix>,Julia Michaels,EDM/Pop,2017-05-05,8,1,112.468
6Nle9hKrkL1wQpwNfEkxjh,Chanel,Frank Ocean,EDM/Pop,2017-03-10,0,0,110.134
6nLctpnQJiPTxkaSgbPKiw,Together,Martin Garrix,EDM/Pop,2016-10-28,1,1,127.871
6nek1Nin9q48AVZcWs9e9D,Paradise,Coldplay,EDM/Pop,2011-10-24,5,1,139.627
6NdcSEhpGGAYXNnnhGS2s6,What I Like About You,The Romantics,Classic Rock,1990,9,1,159.81
6naxalmIoLFWR0siv8dnQQ,Oops I Did It Again,Britney Spears,Pop,2000-05-16,1,0,95.053
6N6BTxTwykM2YI06SeL1ap,Paradise,Nicky Romero,Dance/EDM,2018-09-28,7,1,121.98
6N29ryH844QydR2Q3ULSdC,OK,Mabel,Pop,2019-08-02,8,0,98.985
6MWtB6iiXyIwun0YzU6DFP,Wow,Post Malone,EDM/Pop,2018-12-24,11,0,99.947
6muOWhMh7Tf0UFUtMDBhUR,Orphans,Coldplay,Pop,2019-10-24,11,0,107.975
6moU77g9RQyMzHNuKEaQKq,It's You,Ali Gatie,Pop,2019-06-14,11,0,95.971
6MmGGt46TqCOVFHuahd5Ai,Gotta Go My Own Way,Melodyia Music,Pop,2014-09-05,9,1,88.902
6MFzvkEysiwDXYTa7MKUvJ,United We Are,Hardwell,Dance/EDM,2015-01-09,7,0,128.026
6mAN61JH0dzyZpWslS11jy,Fantasias,Rauw Alejandro,Pop,2019-08-29,1,1,94.004
6m8SIT10j41SPpPFOknTmP,Good Things Fall Apart <Tiesto Dance/EDM Remix>,Illenium & Jon Bellion,Dance Pop,2019-07-12,2,1,129.975
6M6lsQB4OhqL41eld29PeC,Love The Way You Lie,Rihanna,Pop,2010-11-16,10,1,166.271
6m3ZWIXhjoV76syT1j2oE9,Coming Over,Dillon Francis,Pop,2015-08-14,5,0,174.031
6lZe9DbvrcHZ3Ot2O9BPRc,Feeling of Falling,Cheat Codes,EDM/Pop,2018-11-30,0,0,119.945
6lV2MSQmRIkycDScNtrBXO,Airplanes,BoB,Pop,2010-04-26,6,0,93.033
6LoQHIo74tOzQ8EsLEkhgF,Come & Get It,Selena Gomez,Pop,2013-01-01,7,0,79.979
6LIe9o2p1xfj72rx4NDY8k,First Time <Gryffin Remix>,Kygo,Dance/EDM,2017-06-30,3,1,104.913
6LEdMwnQo6sZAhN5rTSQ9l,Night Like This,Shawn Desman,EDM/Pop,2010-08-03,1,1,120.031
6LcauUZjF1eXQrgqMUecHX,Ayy Macarena,Tyga,Latin Pop,2019-11-13,2,1,96.493
6LbrOTiIwGukPe7qpbC30l,Wanna Lose You,Borgeous,EDM/Pop,2016-06-13,9,0,159.923
6LBcHFbzmKSgGjZapRE2B5,Angel,Akon,Pop,2010-01-01,2,1,125.867
6lanRgr6wXibZr8KgzXxBl,A Thousand Years,Christina Perri,Pop,2011-10-18,10,1,139.028
6l7lX8hJXVIUyPrTaabpqk,Ready,Alessia Cara,Pop,2019-07-22,0,0,74.619
6L778PA16SuyYvFhqnMndY,Starboy <Kygo Remix>,The Weeknd,Tropical,2016-11-11,9,0,93.01
6kyhJvTKWQzlcYywNZRDsy,Heartbreak Back,Frank Walker,EDM/Pop,2018-08-03,9,1,91.921
6kXFm8Qbb2B3eLjzUIIc2m,Never Let Go,Culture Code,EDM,2015-12-04,0,1,128.061
6kwAbEjseqBob48jCus7Sz,Elastic Heart,Sia,EDM/Pop,2014-07-04,9,1,130.075
6KuHjfXHkfnIjdmcIvt9r0,On Top Of The World,Imagine Dragons,Pop,2012-09-04,0,1,100.048
6ksRossV4vKsXntCCZbhaM,Show Me Love,Sam Feldt,Tropical,2015-05-18,0,1,114.853
6ksMjdec8b6C45TUawkAdu,Crash Into Me,Steve Aoki,Dance Pop,2019-07-12,1,0,115.033
6KQxGfOdjHMh5wT15t0gJj,All Into Nothing,R3HAB,EDM/Pop,2018-12-07,9,1,99.953
6kPJZM97LwdG9QIsT7khp6,Solo,Clean Bandit,Dance Pop,2018-05-17,11,0,105.005
6Knv6wdA0luoMUuuoYi2i1,My House,Flo Rida,Pop,2015-04-07,7,0,94.006
6kls8cSlUyHW2BUOkDJIZE,Hate Me,Ellie Goulding & Juice WRLD,Pop,2019-06-26,8,1,75.025
6kex4EBAj0WHXDKZMEJaaF,Swalla,Jason Derulo,Pop,2017-02-23,1,1,98.064
6KCt9V6Lev0M04rFUj8ANC,Ice ,Gucci Mane,Hip Hop,2019-06-21,10,0,153.899
6KBYefIoo7KydImq1uUQlL,Bodak Yellow,Cardi B,Hip Hop/Pop,2018-04-06,11,0,125.022
6KAtHNic0deGhGNMaq9oMI,My Feelings For You,Avicii,EDM/Pop,2010-07-19,6,0,128.012
6k7bhsnDWywB3wbTKtqem9,Over It,Audien,Dance/EDM,2019-11-08,6,1,127.968
6JzCO4ZzxAXhY86vTcqM1Q,Desire <Gryffin Remix>,Years & Years,Tropical,2015-09-18,10,0,122.058
6JY1IdkZGeIcPegKxjSKeb,Since U Been Gone,Kelly Clarkson,Pop,2004,9,0,130.999
6jreFSOTUAViWjKyzOC4Kg,Remedy,Alesso,Dance Pop,2018-08-31,0,1,119.964
6JFyoWiWW69dTjPrJ0RxQ1,When You Wish Upon A Star,The Mamas,Dance Pop,2019-11-08,9,1,194.352
6jA8HL9i4QGzsj6fjoxp8Y,There For You,Martin Garrix,EDM/Pop,2017-05-26,6,0,105.969
6J7WMB5GII6pEOzy687jhO,Beautiful People <NOTD Remix>,Ed Sheeran,Dance/EDM,2019-07-11,3,1,103.972
6IwKcFdiRQZOWeYNhUiWIv,No One,Alicia Keys,EDM/Pop,2007-11-09,1,0,90.042
6iW38RGqdDGOofmz2HeXLW,Piece Of Your Heart <Alok Remix>,MEDUZA,Dance/EDM,2019-06-07,10,0,124.033
6IvOCyrwW7VuCjQFCD7h7r,Make You Believe,Lucy Hale,Pop,2011-09-06,8,0,124.982
6ItQEfwYvHRHABIiPBL5N1,Me And You,Laura Marano,Pop,2013-01-01,1,0,199.972
6IRdLKIyS4p7XNiP8r6rsx,All The Good Girls Go To Hell,Billie Eilish,Pop,2019-03-29,8,0,185.044
6IpK5q6d1MEG11USG1JSFf,Easy,Tritonal,EDM,2019-01-11,11,0,128.132
6iMoJ3UdrO2ZjzzcaN8Eom,Somebody,Sigala,Tropical,2018-09-28,0,1,100.111
6ie2Bw3xLj2JcGowOlcMhb,Green Light,Lorde,Pop,2017-06-16,2,1,128.942
6ICtjZyqSTXxAMIu9QN63h,Mad World,Hardwell,EDM,2015-10-16,5,1,128.12
6iC7vapdKp0XlKhxOkp8QJ,Boom,Tiesto,Dance Pop,2018-01-26,2,1,123.035
6I9VzXrHxO9rA9A5euc8Ak,Toxic,Britney Spears,Pop,2003-11-13,5,0,143.04
6i0V12jOa3mr6uu4WYhUBr,Heathens,Twenty One Pilots,EDM/Pop,2016-06-16,4,0,90.024
6HZ9VeI5IRFCNQLXhpF4bq,I Love It,Icona Pop,Pop,2013-08-27,8,1,125.916
6HUeSTt2RaKYIiJrnjzaCd,Ten Feet Tall,Afrojack,EDM/Pop,2014-01-01,0,1,127.049
6HTJZ0TQJVMSKkUGzAOe2h,Old Thing Back,Matoma,Tropical,2015-02-17,0,1,97.033
6HtHyWKAzwFwrSnnTunDMl,Act My Age,Katy Perry,Pop,2017-06-09,9,1,112.057
6hmhG1b4LEyNuashVvuIAo,Never Forget You,Zara Larsson,Dance Pop,2017-03-17,11,0,145.992
6hLkeOMrhZ2CMLBp2of576,Wanted,One Republic,Hip Hop/Pop,2019-09-06,1,1,145.816
6HkjpGIOHv4y0IBAxUbE5z,Just Dance,Lady Gaga,Pop,2008-01-01,1,0,118.994
6Hj9jySrnFppAI0sEMCZpJ,Robbery,Juice WRLD,Hip Hop,2019-03-08,2,1,159.966
6habFhsOp2NvshLv26DqMb,Despacito,Luis Fonsi,Pop,2019-02-01,2,1,177.928
6h5PAsRni4IRlxWr6uDPTP,More Than You Know,Axwell & Ingrosso,EDM/Pop,2017-07-28,5,0,123.077
6GzApXoBQiiAjak3tOQfV3,Lie To Me,5 Seconds Of Summer,Pop,2018-12-21,0,1,159.927
6GyFP1nfCDB8lbD2bG0Hq9,Midnight City,M83,EDM/Pop,2011-10-17,11,0,105.013
6gXTlkZQjtNo5j3Kp86H4G,I Would Like <R3hab Remix>,Zara Larsson,EDM/Pop,2016-12-23,2,0,139.94
6gpcs5eMhJwax4mIfKDYQk,Slide,Calvin Harris,Dance Pop,2017-02-24,1,0,104.066
6GmUVqe73u5YRfUUynZK6I,Let Her Go,Passenger,Pop,2012-06-29,7,1,74.897
6gj08XDlv9Duc2fPOxUmVD,Lips Are Movin,Meghan Trainor,Pop,2015-01-09,7,1,139.091
6GIRtKNXokeu25nn7U6Hu8,Easier <Seeb Remix>,6 Seconds Of Summer,Dance Pop,2019-07-12,5,1,97.878
6Gg1gjgKi2AK4e0qzsR7sd,Bandit,Juice WRLD,Pop,2019-10-04,5,0,180.051
6gbLpUQtUU8ojzbE9jKt5A,On Somebody,Ava Max,Pop,2019-12-30,5,0,137.844
6gBFPUFcJLzWGx4lenP6h2,Goosebumps,Travis Scott,EDM/Pop,2016-09-16,7,1,130.049
6fZpcVRr45Z6fLtciswBBU,Dreams,Bazzi,EDM/Pop,2018-04-12,6,1,159.983
6Fvhy9aaBvsLBzC7vDEhIr,All That She Wants,Campsite Dream,Dance Pop,2020-01-10,1,0,201.948
6fvbl9D9VjMtLRQsuWPyYt,Rescue Me <BUNT Remix>,One Republic,Dance Pop,2019-08-02,11,0,121.082
6fuYLzr0XjwXurFbkDkRJm,On My Mind <Jax Jones Remix>,Ellie Goulding,EDM/Pop,2015-10-16,5,1,127.985
6fujklziTHa8uoM5OQSfIo,Black Beatles,Rae Sremmurd,EDM/Pop,2016-08-12,0,1,145.926
6FtCJnJB1NefRXvOTOPsop,Sweettalk My Heart <Team Salut Remix>,Tove Lo,Pop,2019-11-15,1,1,111.004
6FSh2zsLQQ2wFwpj7FQCkr,You Are The Reason <Tiesto Remix>,Calum Scott,Tropical,2017-12-15,10,1,119.944
6FP4peicCGnib7asns71fs,The Launch,DJ Jean,Dance Pop,1999-02-02,11,0,136.513
6FeGkJquvWWoAOa3rMM6EB,Riptide <Flic Flac Edit>,Vance Joy,Tropical,2014-03-10,8,1,115.987
6FE2iI43OZnszFLuLtvvmg,Classic,MKTO,Pop,2012,1,1,102.071
6Fba9RZtC6vTY814JToDtP,Jump,Van Halen,EDM/Pop,1996-09-24,0,1,130.138
6f807x0ima9a1j3VPbc7VN,I Don't Care <Loud Luxury Remix>,Ed Sheeran & Justin Beiber,EDM/Pop,2019-06-14,6,1,122.036
6f5TuB9WtbA1g49A4DcMQ4,Be Alright,Ariana Grande,Pop,2016-05-20,1,0,108.801
6F5c58TMEs1byxUstkzVeM,Roar,Katy Perry,Pop,2013-01-01,7,0,179.984
6F1kPSgdnlSzZRfskE9vaV,Lions In The Wild,Martin Garrix,EDM,2016-05-27,7,0,127.854
6EzuVdWmzgOBmqHpzbbzfQ,Witness,Katy Perry,Pop,2017-06-09,6,0,119.764
6Ex1as5AIibDGYpVJe18QR,Body Like A Back Road,Sam Hunt,Pop,2017-11-03,5,1,98.999
6euozmIGRL6aVin2ksJEJ2,Get Well Soon,Ariana Grande,Pop,2018-08-17,9,0,100.347
6EsH66Uto1zwZlDGQ6RokU,Forbidden Voices,Martin Garrix,EDM/Pop,2015-02-23,10,0,128.102
6epn3r7S14KUqlReYr77hA,Baby,Justin Bieber,Pop,2010-01-01,5,0,65.043
6El4guLHqCd3PG9X9yJRSz,Like a Drum <The Chainsmokers Remix>,Guy Sebastian,EDM,2014-05-05,1,0,126.041
6ednU64Ls0iVT97s2fbNB1,Superlove <FTampa Remix>,Tinashe,EDM/Pop,2016-09-09,5,0,139.97
6eDApnV9Jdb1nYahOlbbUh,One Time,Justin Bieber,Pop,2009-01-01,1,0,145.999
6ECp64rv50XVz93WvxXMGF,This Love,Maroon 5,Pop,2002,5,0,95.051
6ebkx7Q5tTxrCxKq4GYj0Y,Club Can't Handle Me,Flo Rida & David Guetta,Pop,2010-11-24,0,1,127.966
6e40mgJiCid5HRAGrbpGA6,I Want It That Way,Backstreet Boys,Pop,2001-10-23,6,0,99.031
6E37j4b44JGpdk297urpKM,Like That,Bea Miller,Pop,2018-02-23,6,0,61.657
6e0CvGZf7CouOpYF8toXHC,Body On My,Loud Luxury,Dance Pop,2019-03-29,1,1,121.985
6DsFZITJMPnh8z5XewfVmL,Raging,Kygo,EDM/Pop,2016-04-01,3,0,99.904
